index,xnand2_size,xnor2_size,buffer_0_size,buffer_1_size,tplh,tphl,tp,temper,alter#
283,2.0,2.0,8.0,24.0,-9.602999999999999e-10,1.037e-09,3.813e-11,25.0,1
284,2.0,2.0,8.0,27.0,-9.604e-10,1.037e-09,3.8110000000000005e-11,25.0,1
285,2.0,2.0,8.0,30.0,-9.602999999999999e-10,1.037e-09,3.820000000000001e-11,25.0,1
286,2.0,2.0,8.0,33.0,-9.602e-10,1.037e-09,3.837e-11,25.0,1
287,2.0,2.0,8.0,36.0,-9.6e-10,1.037e-09,3.857e-11,25.0,1
288,2.0,2.0,9.0,18.0,-9.587e-10,1.037e-09,3.928e-11,25.0,1
289,2.0,2.0,9.0,21.0,-9.594e-10,1.037e-09,3.8770000000000005e-11,25.0,1
290,2.0,2.0,9.0,24.0,-9.596e-10,1.037e-09,3.854e-11,25.0,1
291,2.0,2.0,9.0,27.0,-9.598e-10,1.037e-09,3.848e-11,25.0,1
292,2.0,2.0,9.0,30.0,-9.597e-10,1.037e-09,3.853e-11,25.0,1
293,2.0,2.0,9.0,33.0,-9.596e-10,1.037e-09,3.865e-11,25.0,1
294,2.0,2.0,9.0,36.0,-9.594999999999998e-10,1.037e-09,3.882e-11,25.0,1
295,2.0,3.0,3.0,18.0,-9.589e-10,1.04e-09,4.052e-11,25.0,1
296,2.0,3.0,3.0,21.0,-9.589e-10,1.04e-09,4.0740000000000006e-11,25.0,1
297,2.0,3.0,3.0,24.0,-9.585e-10,1.041e-09,4.1259999999999995e-11,25.0,1
298,2.0,3.0,3.0,27.0,-9.58e-10,1.042e-09,4.19e-11,25.0,1
299,2.0,3.0,3.0,30.0,-9.573e-10,1.043e-09,4.2630000000000006e-11,25.0,1
300,2.0,3.0,3.0,33.0,-9.566000000000002e-10,1.043e-09,4.343e-11,25.0,1
301,2.0,3.0,3.0,36.0,-9.558e-10,1.0440000000000001e-09,4.431e-11,25.0,1
302,2.0,3.0,4.0,18.0,-9.6e-10,1.038e-09,3.92e-11,25.0,1
303,2.0,3.0,4.0,21.0,-9.602e-10,1.039e-09,3.915999999999999e-11,25.0,1
304,2.0,3.0,4.0,24.0,-9.601e-10,1.039e-09,3.9369999999999996e-11,25.0,1
305,2.0,3.0,4.0,27.0,-9.598e-10,1.039e-09,3.9750000000000005e-11,25.0,1
306,2.0,3.0,4.0,30.0,-9.594e-10,1.04e-09,4.021e-11,25.0,1
307,2.0,3.0,4.0,33.0,-9.589e-10,1.04e-09,4.0759999999999997e-11,25.0,1
308,2.0,3.0,4.0,36.0,-9.584e-10,1.041e-09,4.134e-11,25.0,1
309,2.0,3.0,5.0,18.0,-9.602999999999999e-10,1.038e-09,3.866e-11,25.0,1
310,2.0,3.0,5.0,21.0,-9.607e-10,1.038e-09,3.845e-11,25.0,1
311,2.0,3.0,5.0,24.0,-9.607e-10,1.038e-09,3.849e-11,25.0,1
312,2.0,3.0,5.0,27.0,-9.606e-10,1.038e-09,3.871e-11,25.0,1
313,2.0,3.0,5.0,30.0,-9.604e-10,1.038e-09,3.9e-11,25.0,1
314,2.0,3.0,5.0,33.0,-9.6e-10,1.039e-09,3.94e-11,25.0,1
315,2.0,3.0,5.0,36.0,-9.596e-10,1.039e-09,3.9829999999999993e-11,25.0,1
316,2.0,3.0,6.0,18.0,-9.602e-10,1.037e-09,3.85e-11,25.0,1
317,2.0,3.0,6.0,21.0,-9.607e-10,1.037e-09,3.817e-11,25.0,1
318,2.0,3.0,6.0,24.0,-9.608999999999999e-10,1.037e-09,3.812e-11,25.0,1
319,2.0,3.0,6.0,27.0,-9.608999999999999e-10,1.037e-09,3.821e-11,25.0,1
320,2.0,3.0,6.0,30.0,-9.607e-10,1.038e-09,3.841e-11,25.0,1
321,2.0,3.0,6.0,33.0,-9.605e-10,1.038e-09,3.869e-11,25.0,1
322,2.0,3.0,6.0,36.0,-9.602e-10,1.038e-09,3.9009999999999996e-11,25.0,1
323,2.0,3.0,7.0,18.0,-9.6e-10,1.037e-09,3.856e-11,25.0,1
324,2.0,3.0,7.0,21.0,-9.606e-10,1.037e-09,3.8140000000000003e-11,25.0,1
325,2.0,3.0,7.0,24.0,-9.608e-10,1.037e-09,3.8e-11,25.0,1
326,2.0,3.0,7.0,27.0,-9.608999999999999e-10,1.037e-09,3.802e-11,25.0,1
327,2.0,3.0,7.0,30.0,-9.608e-10,1.037e-09,3.8159999999999994e-11,25.0,1
328,2.0,3.0,7.0,33.0,-9.606e-10,1.037e-09,3.835e-11,25.0,1
329,2.0,3.0,7.0,36.0,-9.604e-10,1.038e-09,3.8609999999999996e-11,25.0,1
330,2.0,3.0,8.0,18.0,-9.596e-10,1.037e-09,3.875e-11,25.0,1
331,2.0,3.0,8.0,21.0,-9.602999999999999e-10,1.037e-09,3.827e-11,25.0,1
332,2.0,3.0,8.0,24.0,-9.606e-10,1.037e-09,3.806e-11,25.0,1
333,2.0,3.0,8.0,27.0,-9.607e-10,1.037e-09,3.803e-11,25.0,1
334,2.0,3.0,8.0,30.0,-9.606e-10,1.037e-09,3.8110000000000005e-11,25.0,1
335,2.0,3.0,8.0,33.0,-9.605e-10,1.037e-09,3.824e-11,25.0,1
336,2.0,3.0,8.0,36.0,-9.602999999999999e-10,1.037e-09,3.844e-11,25.0,1
337,2.0,3.0,9.0,18.0,-9.592e-10,1.037e-09,3.9009999999999996e-11,25.0,1
338,2.0,3.0,9.0,21.0,-9.599e-10,1.037e-09,3.85e-11,25.0,1
339,2.0,3.0,9.0,24.0,-9.602999999999999e-10,1.037e-09,3.824e-11,25.0,1
340,2.0,3.0,9.0,27.0,-9.604e-10,1.037e-09,3.817e-11,25.0,1
341,2.0,3.0,9.0,30.0,-9.604e-10,1.037e-09,3.819e-11,25.0,1
342,2.0,3.0,9.0,33.0,-9.602999999999999e-10,1.037e-09,3.83e-11,25.0,1
343,2.0,3.0,9.0,36.0,-9.601e-10,1.037e-09,3.844e-11,25.0,1
344,2.0,4.0,3.0,18.0,-9.568e-10,1.041e-09,4.220000000000001e-11,25.0,1
345,2.0,4.0,3.0,21.0,-9.567e-10,1.042e-09,4.243e-11,25.0,1
346,2.0,4.0,3.0,24.0,-9.564000000000001e-10,1.042e-09,4.292e-11,25.0,1
347,2.0,4.0,3.0,27.0,-9.559e-10,1.043e-09,4.356e-11,25.0,1
348,2.0,4.0,3.0,30.0,-9.552000000000002e-10,1.0440000000000001e-09,4.4289999999999996e-11,25.0,1
349,2.0,4.0,3.0,33.0,-9.545e-10,1.045e-09,4.511e-11,25.0,1
350,2.0,4.0,3.0,36.0,-9.537000000000001e-10,1.046e-09,4.597e-11,25.0,1
351,2.0,4.0,4.0,18.0,-9.58e-10,1.039e-09,4.072999999999999e-11,25.0,1
352,2.0,4.0,4.0,21.0,-9.582999999999999e-10,1.04e-09,4.0679999999999995e-11,25.0,1
353,2.0,4.0,4.0,24.0,-9.582e-10,1.04e-09,4.089e-11,25.0,1
354,2.0,4.0,4.0,27.0,-9.579e-10,1.04e-09,4.1259999999999995e-11,25.0,1
355,2.0,4.0,4.0,30.0,-9.575e-10,1.041e-09,4.1710000000000004e-11,25.0,1
356,2.0,4.0,4.0,33.0,-9.571e-10,1.042e-09,4.2249999999999996e-11,25.0,1
357,2.0,4.0,4.0,36.0,-9.565e-10,1.042e-09,4.285e-11,25.0,1
358,2.0,4.0,5.0,18.0,-9.586e-10,1.039e-09,4.005e-11,25.0,1
359,2.0,4.0,5.0,21.0,-9.589e-10,1.039e-09,3.985e-11,25.0,1
360,2.0,4.0,5.0,24.0,-9.589999999999999e-10,1.039e-09,3.988e-11,25.0,1
361,2.0,4.0,5.0,27.0,-9.589e-10,1.039e-09,4.007999999999999e-11,25.0,1
362,2.0,4.0,5.0,30.0,-9.586e-10,1.039e-09,4.038e-11,25.0,1
363,2.0,4.0,5.0,33.0,-9.582999999999999e-10,1.04e-09,4.0759999999999997e-11,25.0,1
364,2.0,4.0,5.0,36.0,-9.579e-10,1.04e-09,4.1189999999999996e-11,25.0,1
365,2.0,4.0,6.0,18.0,-9.587e-10,1.038e-09,3.98e-11,25.0,1
366,2.0,4.0,6.0,21.0,-9.592e-10,1.038e-09,3.9439999999999995e-11,25.0,1
367,2.0,4.0,6.0,24.0,-9.593e-10,1.038e-09,3.9380000000000004e-11,25.0,1
368,2.0,4.0,6.0,27.0,-9.593e-10,1.038e-09,3.946e-11,25.0,1
369,2.0,4.0,6.0,30.0,-9.592e-10,1.039e-09,3.966e-11,25.0,1
370,2.0,4.0,6.0,33.0,-9.589999999999999e-10,1.039e-09,3.993e-11,25.0,1
371,2.0,4.0,6.0,36.0,-9.587e-10,1.039e-09,4.0239999999999995e-11,25.0,1
372,2.0,4.0,7.0,18.0,-9.586e-10,1.038e-09,3.973e-11,25.0,1
373,2.0,4.0,7.0,21.0,-9.592e-10,1.038e-09,3.9310000000000004e-11,25.0,1
374,2.0,4.0,7.0,24.0,-9.594e-10,1.038e-09,3.915999999999999e-11,25.0,1
375,2.0,4.0,7.0,27.0,-9.594999999999998e-10,1.038e-09,3.9170000000000005e-11,25.0,1
376,2.0,4.0,7.0,30.0,-9.594e-10,1.038e-09,3.928e-11,25.0,1
377,2.0,4.0,7.0,33.0,-9.592e-10,1.038e-09,3.947e-11,25.0,1
378,2.0,4.0,7.0,36.0,-9.589999999999999e-10,1.038e-09,3.97e-11,25.0,1
379,2.0,4.0,8.0,18.0,-9.584e-10,1.038e-09,3.98e-11,25.0,1
380,2.0,4.0,8.0,21.0,-9.589999999999999e-10,1.038e-09,3.932e-11,25.0,1
381,2.0,4.0,8.0,24.0,-9.593e-10,1.038e-09,3.9109999999999995e-11,25.0,1
382,2.0,4.0,8.0,27.0,-9.594e-10,1.038e-09,3.906e-11,25.0,1
383,2.0,4.0,8.0,30.0,-9.594e-10,1.038e-09,3.9119999999999996e-11,25.0,1
384,2.0,4.0,8.0,33.0,-9.593e-10,1.038e-09,3.9240000000000005e-11,25.0,1
385,2.0,4.0,8.0,36.0,-9.592e-10,1.038e-09,3.9420000000000004e-11,25.0,1
386,2.0,4.0,9.0,18.0,-9.581e-10,1.038e-09,3.997e-11,25.0,1
387,2.0,4.0,9.0,21.0,-9.587999999999998e-10,1.038e-09,3.9430000000000006e-11,25.0,1
388,2.0,4.0,9.0,24.0,-9.591000000000001e-10,1.037e-09,3.9170000000000005e-11,25.0,1
389,2.0,4.0,9.0,27.0,-9.593e-10,1.037e-09,3.907e-11,25.0,1
390,2.0,4.0,9.0,30.0,-9.593e-10,1.037e-09,3.908e-11,25.0,1
391,2.0,4.0,9.0,33.0,-9.592e-10,1.038e-09,3.9170000000000005e-11,25.0,1
392,2.0,4.0,9.0,36.0,-9.591000000000001e-10,1.038e-09,3.932e-11,25.0,1
393,3.0,1.0,3.0,18.0,-9.568999999999999e-10,1.042e-09,4.253e-11,25.0,1
394,3.0,1.0,3.0,21.0,-9.568e-10,1.042e-09,4.2829999999999996e-11,25.0,1
395,3.0,1.0,3.0,24.0,-9.562999999999999e-10,1.043e-09,4.335999999999999e-11,25.0,1
396,3.0,1.0,3.0,27.0,-9.557000000000001e-10,1.0440000000000001e-09,4.4029999999999996e-11,25.0,1
397,3.0,1.0,3.0,30.0,-9.551e-10,1.045e-09,4.479e-11,25.0,1
398,3.0,1.0,3.0,33.0,-9.543000000000001e-10,1.046e-09,4.562e-11,25.0,1
399,3.0,1.0,3.0,36.0,-9.535e-10,1.046e-09,4.6490000000000006e-11,25.0,1
400,3.0,1.0,4.0,18.0,-9.566000000000002e-10,1.041e-09,4.2270000000000006e-11,25.0,1
401,3.0,1.0,4.0,21.0,-9.567e-10,1.041e-09,4.2290000000000003e-11,25.0,1
402,3.0,1.0,4.0,24.0,-9.565e-10,1.042e-09,4.255e-11,25.0,1
403,3.0,1.0,4.0,27.0,-9.561e-10,1.042e-09,4.2979999999999997e-11,25.0,1
404,3.0,1.0,4.0,30.0,-9.556e-10,1.043e-09,4.349e-11,25.0,1
405,3.0,1.0,4.0,33.0,-9.551e-10,1.043e-09,4.406e-11,25.0,1
406,3.0,1.0,4.0,36.0,-9.545e-10,1.0440000000000001e-09,4.4679999999999995e-11,25.0,1
407,3.0,1.0,5.0,18.0,-9.556e-10,1.041e-09,4.274e-11,25.0,1
408,3.0,1.0,5.0,21.0,-9.558e-10,1.041e-09,4.261e-11,25.0,1
409,3.0,1.0,5.0,24.0,-9.558e-10,1.041e-09,4.2719999999999996e-11,25.0,1
410,3.0,1.0,5.0,27.0,-9.555e-10,1.042e-09,4.299e-11,25.0,1
411,3.0,1.0,5.0,30.0,-9.552000000000002e-10,1.042e-09,4.3350000000000004e-11,25.0,1
412,3.0,1.0,5.0,33.0,-9.548e-10,1.042e-09,4.3779999999999996e-11,25.0,1
413,3.0,1.0,5.0,36.0,-9.543000000000001e-10,1.043e-09,4.425e-11,25.0,1
414,3.0,1.0,6.0,18.0,-9.541e-10,1.041e-09,4.3600000000000003e-11,25.0,1
415,3.0,1.0,6.0,21.0,-9.545e-10,1.041e-09,4.3350000000000004e-11,25.0,1
416,3.0,1.0,6.0,24.0,-9.546e-10,1.041e-09,4.3350000000000004e-11,25.0,1
417,3.0,1.0,6.0,27.0,-9.545e-10,1.042e-09,4.3530000000000004e-11,25.0,1
418,3.0,1.0,6.0,30.0,-9.542e-10,1.042e-09,4.379e-11,25.0,1
419,3.0,1.0,6.0,33.0,-9.539e-10,1.042e-09,4.412e-11,25.0,1
420,3.0,1.0,6.0,36.0,-9.535e-10,1.042e-09,4.45e-11,25.0,1
421,3.0,1.0,7.0,18.0,-9.525e-10,1.042e-09,4.47e-11,25.0,1
422,3.0,1.0,7.0,21.0,-9.53e-10,1.042e-09,4.4359999999999996e-11,25.0,1
423,3.0,1.0,7.0,24.0,-9.531000000000002e-10,1.042e-09,4.4289999999999996e-11,25.0,1
424,3.0,1.0,7.0,27.0,-9.531000000000002e-10,1.042e-09,4.438e-11,25.0,1
425,3.0,1.0,7.0,30.0,-9.529e-10,1.042e-09,4.457e-11,25.0,1
426,3.0,1.0,7.0,33.0,-9.526e-10,1.042e-09,4.482e-11,25.0,1
427,3.0,1.0,7.0,36.0,-9.523e-10,1.043e-09,4.5119999999999995e-11,25.0,1
428,3.0,1.0,8.0,18.0,-9.507e-10,1.043e-09,4.596e-11,25.0,1
429,3.0,1.0,8.0,21.0,-9.512000000000002e-10,1.042e-09,4.555e-11,25.0,1
430,3.0,1.0,8.0,24.0,-9.514e-10,1.042e-09,4.541e-11,25.0,1
431,3.0,1.0,8.0,27.0,-9.514e-10,1.042e-09,4.5439999999999994e-11,25.0,1
432,3.0,1.0,8.0,30.0,-9.514e-10,1.043e-09,4.5570000000000004e-11,25.0,1
433,3.0,1.0,8.0,33.0,-9.511e-10,1.043e-09,4.577e-11,25.0,1
434,3.0,1.0,8.0,36.0,-9.508999999999999e-10,1.043e-09,4.602e-11,25.0,1
435,3.0,1.0,9.0,18.0,-9.487999999999999e-10,1.043e-09,4.731e-11,25.0,1
436,3.0,1.0,9.0,21.0,-9.494e-10,1.043e-09,4.685e-11,25.0,1
437,3.0,1.0,9.0,24.0,-9.496000000000001e-10,1.043e-09,4.666e-11,25.0,1
438,3.0,1.0,9.0,27.0,-9.497e-10,1.043e-09,4.6630000000000005e-11,25.0,1
439,3.0,1.0,9.0,30.0,-9.497e-10,1.043e-09,4.671e-11,25.0,1
440,3.0,1.0,9.0,33.0,-9.495e-10,1.043e-09,4.6869999999999996e-11,25.0,1
441,3.0,1.0,9.0,36.0,-9.493e-10,1.043e-09,4.7070000000000005e-11,25.0,1
442,3.0,2.0,3.0,18.0,-9.589999999999999e-10,1.041e-09,4.1e-11,25.0,1
443,3.0,2.0,3.0,21.0,-9.589999999999999e-10,1.041e-09,4.125e-11,25.0,1
444,3.0,2.0,3.0,24.0,-9.586e-10,1.042e-09,4.176e-11,25.0,1
445,3.0,2.0,3.0,27.0,-9.58e-10,1.043e-09,4.24e-11,25.0,1
446,3.0,2.0,3.0,30.0,-9.573999999999998e-10,1.0440000000000001e-09,4.313e-11,25.0,1
447,3.0,2.0,3.0,33.0,-9.566000000000002e-10,1.045e-09,4.395000000000001e-11,25.0,1
448,3.0,2.0,3.0,36.0,-9.558e-10,1.045e-09,4.482e-11,25.0,1
449,3.0,2.0,4.0,18.0,-9.597e-10,1.04e-09,3.9919999999999996e-11,25.0,1
450,3.0,2.0,4.0,21.0,-9.599e-10,1.04e-09,3.9890000000000004e-11,25.0,1
451,3.0,2.0,4.0,24.0,-9.598e-10,1.04e-09,4.012e-11,25.0,1
452,3.0,2.0,4.0,27.0,-9.594999999999998e-10,1.041e-09,4.0499999999999996e-11,25.0,1
453,3.0,2.0,4.0,30.0,-9.591000000000001e-10,1.041e-09,4.0990000000000005e-11,25.0,1
454,3.0,2.0,4.0,33.0,-9.586e-10,1.042e-09,4.1530000000000004e-11,25.0,1
455,3.0,2.0,4.0,36.0,-9.581e-10,1.042e-09,4.21e-11,25.0,1
456,3.0,2.0,5.0,18.0,-9.598e-10,1.039e-09,3.959000000000001e-11,25.0,1
457,3.0,2.0,5.0,21.0,-9.601e-10,1.039e-09,3.941e-11,25.0,1
458,3.0,2.0,5.0,24.0,-9.601e-10,1.039e-09,3.947e-11,25.0,1
459,3.0,2.0,5.0,27.0,-9.6e-10,1.039e-09,3.9689999999999994e-11,25.0,1
460,3.0,2.0,5.0,30.0,-9.597e-10,1.04e-09,4.002e-11,25.0,1
461,3.0,2.0,5.0,33.0,-9.593e-10,1.04e-09,4.040999999999999e-11,25.0,1
462,3.0,2.0,5.0,36.0,-9.589e-10,1.041e-09,4.084e-11,25.0,1
463,3.0,2.0,6.0,18.0,-9.594999999999998e-10,1.039e-09,3.963e-11,25.0,1
464,3.0,2.0,6.0,21.0,-9.599e-10,1.039e-09,3.9339999999999997e-11,25.0,1
465,3.0,2.0,6.0,24.0,-9.6e-10,1.039e-09,3.9299999999999996e-11,25.0,1
466,3.0,2.0,6.0,27.0,-9.599e-10,1.039e-09,3.9420000000000004e-11,25.0,1
467,3.0,2.0,6.0,30.0,-9.598e-10,1.039e-09,3.964e-11,25.0,1
468,3.0,2.0,6.0,33.0,-9.594999999999998e-10,1.039e-09,3.993e-11,25.0,1
469,3.0,2.0,6.0,36.0,-9.592e-10,1.04e-09,4.026e-11,25.0,1
470,3.0,2.0,7.0,18.0,-9.589e-10,1.039e-09,3.9909999999999995e-11,25.0,1
471,3.0,2.0,7.0,21.0,-9.594e-10,1.038e-09,3.953e-11,25.0,1
472,3.0,2.0,7.0,24.0,-9.596e-10,1.038e-09,3.94e-11,25.0,1
473,3.0,2.0,7.0,27.0,-9.597e-10,1.039e-09,3.9450000000000003e-11,25.0,1
474,3.0,2.0,7.0,30.0,-9.594999999999998e-10,1.039e-09,3.96e-11,25.0,1
475,3.0,2.0,7.0,33.0,-9.593e-10,1.039e-09,3.9820000000000004e-11,25.0,1
476,3.0,2.0,7.0,36.0,-9.591000000000001e-10,1.039e-09,4.009000000000001e-11,25.0,1
477,3.0,2.0,8.0,18.0,-9.582e-10,1.039e-09,4.031e-11,25.0,1
478,3.0,2.0,8.0,21.0,-9.587999999999998e-10,1.039e-09,3.986e-11,25.0,1
479,3.0,2.0,8.0,24.0,-9.591000000000001e-10,1.038e-09,3.97e-11,25.0,1
480,3.0,2.0,8.0,27.0,-9.592e-10,1.039e-09,3.968e-11,25.0,1
481,3.0,2.0,8.0,30.0,-9.591000000000001e-10,1.039e-09,3.977e-11,25.0,1
482,3.0,2.0,8.0,33.0,-9.589e-10,1.039e-09,3.994e-11,25.0,1
483,3.0,2.0,8.0,36.0,-9.587e-10,1.039e-09,4.014e-11,25.0,1
484,3.0,2.0,9.0,18.0,-9.575e-10,1.039e-09,4.0819999999999994e-11,25.0,1
485,3.0,2.0,9.0,21.0,-9.581e-10,1.039e-09,4.032e-11,25.0,1
486,3.0,2.0,9.0,24.0,-9.584e-10,1.039e-09,4.009000000000001e-11,25.0,1
487,3.0,2.0,9.0,27.0,-9.585e-10,1.039e-09,4.003e-11,25.0,1
488,3.0,2.0,9.0,30.0,-9.585e-10,1.039e-09,4.007999999999999e-11,25.0,1
489,3.0,2.0,9.0,33.0,-9.584e-10,1.039e-09,4.019e-11,25.0,1
490,3.0,2.0,9.0,36.0,-9.582e-10,1.039e-09,4.038e-11,25.0,1
491,3.0,3.0,3.0,18.0,-9.585e-10,1.041e-09,4.143e-11,25.0,1
492,3.0,3.0,3.0,21.0,-9.585e-10,1.042e-09,4.168e-11,25.0,1
493,3.0,3.0,3.0,24.0,-9.581e-10,1.042e-09,4.215e-11,25.0,1
494,3.0,3.0,3.0,27.0,-9.575999999999999e-10,1.043e-09,4.2789999999999995e-11,25.0,1
495,3.0,3.0,3.0,30.0,-9.57e-10,1.0440000000000001e-09,4.3540000000000006e-11,25.0,1
496,3.0,3.0,3.0,33.0,-9.562999999999999e-10,1.045e-09,4.435000000000001e-11,25.0,1
497,3.0,3.0,3.0,36.0,-9.554e-10,1.046e-09,4.52e-11,25.0,1
498,3.0,3.0,4.0,18.0,-9.597e-10,1.04e-09,4.006e-11,25.0,1
499,3.0,3.0,4.0,21.0,-9.598e-10,1.04e-09,4.004e-11,25.0,1
500,3.0,3.0,4.0,24.0,-9.598e-10,1.04e-09,4.0239999999999995e-11,25.0,1
501,3.0,3.0,4.0,27.0,-9.594999999999998e-10,1.041e-09,4.061e-11,25.0,1
502,3.0,3.0,4.0,30.0,-9.591000000000001e-10,1.041e-09,4.1070000000000007e-11,25.0,1
503,3.0,3.0,4.0,33.0,-9.586e-10,1.042e-09,4.161e-11,25.0,1
504,3.0,3.0,4.0,36.0,-9.581e-10,1.042e-09,4.220000000000001e-11,25.0,1
505,3.0,3.0,5.0,18.0,-9.6e-10,1.039e-09,3.9500000000000006e-11,25.0,1
506,3.0,3.0,5.0,21.0,-9.604e-10,1.039e-09,3.928e-11,25.0,1
507,3.0,3.0,5.0,24.0,-9.605e-10,1.039e-09,3.932e-11,25.0,1
508,3.0,3.0,5.0,27.0,-9.602999999999999e-10,1.039e-09,3.954e-11,25.0,1
509,3.0,3.0,5.0,30.0,-9.601e-10,1.04e-09,3.984000000000001e-11,25.0,1
510,3.0,3.0,5.0,33.0,-9.597e-10,1.04e-09,4.022e-11,25.0,1
511,3.0,3.0,5.0,36.0,-9.593e-10,1.041e-09,4.065e-11,25.0,1
512,3.0,3.0,6.0,18.0,-9.6e-10,1.039e-09,3.929e-11,25.0,1
513,3.0,3.0,6.0,21.0,-9.605e-10,1.038e-09,3.8969999999999996e-11,25.0,1
514,3.0,3.0,6.0,24.0,-9.607e-10,1.038e-09,3.891e-11,25.0,1
515,3.0,3.0,6.0,27.0,-9.606e-10,1.039e-09,3.9e-11,25.0,1
516,3.0,3.0,6.0,30.0,-9.604e-10,1.039e-09,3.921e-11,25.0,1
517,3.0,3.0,6.0,33.0,-9.602e-10,1.039e-09,3.948e-11,25.0,1
518,3.0,3.0,6.0,36.0,-9.599e-10,1.04e-09,3.9820000000000004e-11,25.0,1
519,3.0,3.0,7.0,18.0,-9.598e-10,1.038e-09,3.932e-11,25.0,1
520,3.0,3.0,7.0,21.0,-9.604e-10,1.038e-09,3.8899999999999996e-11,25.0,1
521,3.0,3.0,7.0,24.0,-9.606e-10,1.038e-09,3.8770000000000005e-11,25.0,1
522,3.0,3.0,7.0,27.0,-9.606e-10,1.038e-09,3.879e-11,25.0,1
523,3.0,3.0,7.0,30.0,-9.605e-10,1.038e-09,3.892e-11,25.0,1
524,3.0,3.0,7.0,33.0,-9.604e-10,1.039e-09,3.9119999999999996e-11,25.0,1
525,3.0,3.0,7.0,36.0,-9.602e-10,1.039e-09,3.935e-11,25.0,1
526,3.0,3.0,8.0,18.0,-9.594e-10,1.038e-09,3.947e-11,25.0,1
527,3.0,3.0,8.0,21.0,-9.601e-10,1.038e-09,3.9e-11,25.0,1
528,3.0,3.0,8.0,24.0,-9.604e-10,1.038e-09,3.88e-11,25.0,1
529,3.0,3.0,8.0,27.0,-9.605e-10,1.038e-09,3.8770000000000005e-11,25.0,1
530,3.0,3.0,8.0,30.0,-9.604e-10,1.038e-09,3.8829999999999997e-11,25.0,1
531,3.0,3.0,8.0,33.0,-9.602999999999999e-10,1.038e-09,3.898e-11,25.0,1
532,3.0,3.0,8.0,36.0,-9.601e-10,1.038e-09,3.9170000000000005e-11,25.0,1
533,3.0,3.0,9.0,18.0,-9.589999999999999e-10,1.038e-09,3.972e-11,25.0,1
534,3.0,3.0,9.0,21.0,-9.597e-10,1.038e-09,3.92e-11,25.0,1
535,3.0,3.0,9.0,24.0,-9.6e-10,1.038e-09,3.894e-11,25.0,1
536,3.0,3.0,9.0,27.0,-9.602e-10,1.038e-09,3.887e-11,25.0,1
537,3.0,3.0,9.0,30.0,-9.602e-10,1.038e-09,3.8899999999999996e-11,25.0,1
538,3.0,3.0,9.0,33.0,-9.601e-10,1.038e-09,3.898e-11,25.0,1
539,3.0,3.0,9.0,36.0,-9.6e-10,1.038e-09,3.915e-11,25.0,1
540,3.0,4.0,3.0,18.0,-9.573999999999998e-10,1.042e-09,4.235e-11,25.0,1
541,3.0,4.0,3.0,21.0,-9.573999999999998e-10,1.043e-09,4.2590000000000005e-11,25.0,1
542,3.0,4.0,3.0,24.0,-9.57e-10,1.043e-09,4.308e-11,25.0,1
543,3.0,4.0,3.0,27.0,-9.565e-10,1.0440000000000001e-09,4.372e-11,25.0,1
544,3.0,4.0,3.0,30.0,-9.558e-10,1.045e-09,4.445e-11,25.0,1
545,3.0,4.0,3.0,33.0,-9.551e-10,1.046e-09,4.5250000000000005e-11,25.0,1
546,3.0,4.0,3.0,36.0,-9.543000000000001e-10,1.047e-09,4.6109999999999996e-11,25.0,1
547,3.0,4.0,4.0,18.0,-9.587e-10,1.04e-09,4.086e-11,25.0,1
548,3.0,4.0,4.0,21.0,-9.589e-10,1.041e-09,4.08e-11,25.0,1
549,3.0,4.0,4.0,24.0,-9.587999999999998e-10,1.041e-09,4.1020000000000004e-11,25.0,1
550,3.0,4.0,4.0,27.0,-9.586e-10,1.041e-09,4.137e-11,25.0,1
551,3.0,4.0,4.0,30.0,-9.582e-10,1.042e-09,4.185e-11,25.0,1
552,3.0,4.0,4.0,33.0,-9.577000000000001e-10,1.042e-09,4.2380000000000006e-11,25.0,1
553,3.0,4.0,4.0,36.0,-9.571e-10,1.043e-09,4.2969999999999995e-11,25.0,1
554,3.0,4.0,5.0,18.0,-9.592e-10,1.04e-09,4.014999999999999e-11,25.0,1
555,3.0,4.0,5.0,21.0,-9.596e-10,1.039e-09,3.993e-11,25.0,1
556,3.0,4.0,5.0,24.0,-9.597e-10,1.04e-09,3.997e-11,25.0,1
557,3.0,4.0,5.0,27.0,-9.596e-10,1.04e-09,4.0169999999999995e-11,25.0,1
558,3.0,4.0,5.0,30.0,-9.593e-10,1.04e-09,4.0470000000000003e-11,25.0,1
559,3.0,4.0,5.0,33.0,-9.589999999999999e-10,1.041e-09,4.084e-11,25.0,1
560,3.0,4.0,5.0,36.0,-9.587e-10,1.041e-09,4.1259999999999995e-11,25.0,1
561,3.0,4.0,6.0,18.0,-9.594e-10,1.039e-09,3.9820000000000004e-11,25.0,1
562,3.0,4.0,6.0,21.0,-9.599e-10,1.039e-09,3.9490000000000004e-11,25.0,1
563,3.0,4.0,6.0,24.0,-9.601e-10,1.039e-09,3.941e-11,25.0,1
564,3.0,4.0,6.0,27.0,-9.6e-10,1.039e-09,3.9509999999999995e-11,25.0,1
565,3.0,4.0,6.0,30.0,-9.599e-10,1.039e-09,3.971e-11,25.0,1
566,3.0,4.0,6.0,33.0,-9.597e-10,1.04e-09,3.997e-11,25.0,1
567,3.0,4.0,6.0,36.0,-9.594e-10,1.04e-09,4.029e-11,25.0,1
