index,sn_nand2,sp_nand2,sn_nor2,sp_nor2,sn_buffer_0,sp_buffer_0,sn_buffer_1,sp_buffer_1,sn_buffer_2,sp_buffer_2,sn_buffer_3,sp_buffer_3,tplh,tphl,tp,temper,alter#
353,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,12.0,12.0,42.0,42.0,3.957e-11,3.917e-11,3.937e-11,25.0,1
354,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,12.0,12.0,44.0,44.0,3.964e-11,3.925e-11,3.945e-11,25.0,1
355,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,14.0,14.0,40.0,40.0,3.961e-11,3.906e-11,3.933e-11,25.0,1
356,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,14.0,14.0,42.0,42.0,3.965e-11,3.912e-11,3.938e-11,25.0,1
357,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,14.0,14.0,44.0,44.0,3.969e-11,3.92e-11,3.945e-11,25.0,1
358,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,16.0,16.0,40.0,40.0,3.982e-11,3.919e-11,3.951e-11,25.0,1
359,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,16.0,16.0,42.0,42.0,3.984e-11,3.923e-11,3.953e-11,25.0,1
360,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,16.0,16.0,44.0,44.0,3.988e-11,3.928e-11,3.958e-11,25.0,1
361,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,12.0,12.0,40.0,40.0,3.931e-11,3.902e-11,3.916e-11,25.0,1
362,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,12.0,12.0,42.0,42.0,3.936e-11,3.909e-11,3.923e-11,25.0,1
363,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,12.0,12.0,44.0,44.0,3.944e-11,3.921e-11,3.933e-11,25.0,1
364,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,14.0,14.0,40.0,40.0,3.927e-11,3.889e-11,3.908e-11,25.0,1
365,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,14.0,14.0,42.0,42.0,3.932e-11,3.895e-11,3.914e-11,25.0,1
366,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,14.0,14.0,44.0,44.0,3.936e-11,3.903e-11,3.919e-11,25.0,1
367,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,16.0,16.0,40.0,40.0,3.938e-11,3.889e-11,3.913e-11,25.0,1
368,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,16.0,16.0,42.0,42.0,3.941e-11,3.894e-11,3.917e-11,25.0,1
369,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,16.0,16.0,44.0,44.0,3.943e-11,3.9e-11,3.921e-11,25.0,1
370,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,12.0,12.0,40.0,40.0,3.938e-11,3.918e-11,3.928e-11,25.0,1
371,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,12.0,12.0,42.0,42.0,3.944e-11,3.928e-11,3.936e-11,25.0,1
372,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,12.0,12.0,44.0,44.0,3.95e-11,3.937e-11,3.943e-11,25.0,1
373,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,14.0,14.0,40.0,40.0,3.926e-11,3.897e-11,3.911e-11,25.0,1
374,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,14.0,14.0,42.0,42.0,3.93e-11,3.905e-11,3.918e-11,25.0,1
375,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,14.0,14.0,44.0,44.0,3.934e-11,3.912e-11,3.923e-11,25.0,1
376,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,16.0,16.0,40.0,40.0,3.929e-11,3.894e-11,3.911e-11,25.0,1
377,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,16.0,16.0,42.0,42.0,3.929e-11,3.898e-11,3.914e-11,25.0,1
378,3.0,2.0,1.0,2.0,2.0,2.0,6.0,6.0,16.0,16.0,44.0,44.0,3.933e-11,3.903e-11,3.918e-11,25.0,1
379,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,12.0,12.0,40.0,40.0,3.98e-11,3.938e-11,3.959e-11,25.0,1
380,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,12.0,12.0,42.0,42.0,3.984e-11,3.947e-11,3.966e-11,25.0,1
381,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,12.0,12.0,44.0,44.0,3.991e-11,3.956e-11,3.973e-11,25.0,1
382,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,14.0,14.0,40.0,40.0,3.99e-11,3.935e-11,3.962e-11,25.0,1
383,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,14.0,14.0,42.0,42.0,3.992e-11,3.94e-11,3.966e-11,25.0,1
384,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,14.0,14.0,44.0,44.0,3.997e-11,3.947e-11,3.972e-11,25.0,1
385,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,16.0,16.0,40.0,40.0,4.011e-11,3.946e-11,3.979e-11,25.0,1
386,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,16.0,16.0,42.0,42.0,4.013e-11,3.95e-11,3.981e-11,25.0,1
387,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,16.0,16.0,44.0,44.0,4.016e-11,3.955e-11,3.986e-11,25.0,1
388,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,12.0,12.0,40.0,40.0,3.941e-11,3.911e-11,3.926e-11,25.0,1
389,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,12.0,12.0,42.0,42.0,3.945e-11,3.919e-11,3.932e-11,25.0,1
390,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,12.0,12.0,44.0,44.0,3.953e-11,3.93e-11,3.941e-11,25.0,1
391,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,14.0,14.0,40.0,40.0,3.937e-11,3.896e-11,3.917e-11,25.0,1
392,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,14.0,14.0,42.0,42.0,3.941e-11,3.904e-11,3.923e-11,25.0,1
393,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,14.0,14.0,44.0,44.0,3.944e-11,3.909e-11,3.927e-11,25.0,1
394,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,16.0,16.0,40.0,40.0,3.946e-11,3.897e-11,3.922e-11,25.0,1
395,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,16.0,16.0,42.0,42.0,3.948e-11,3.901e-11,3.925e-11,25.0,1
396,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,16.0,16.0,44.0,44.0,3.952e-11,3.907e-11,3.929e-11,25.0,1
397,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,12.0,12.0,40.0,40.0,3.93e-11,3.909e-11,3.92e-11,25.0,1
398,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,12.0,12.0,42.0,42.0,3.935e-11,3.916e-11,3.926e-11,25.0,1
399,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,12.0,12.0,44.0,44.0,3.941e-11,3.927e-11,3.934e-11,25.0,1
400,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,14.0,14.0,40.0,40.0,3.917e-11,3.888e-11,3.902e-11,25.0,1
401,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,14.0,14.0,42.0,42.0,3.92e-11,3.893e-11,3.906e-11,25.0,1
402,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,14.0,14.0,44.0,44.0,3.926e-11,3.9e-11,3.913e-11,25.0,1
403,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,16.0,16.0,40.0,40.0,3.92e-11,3.88e-11,3.9e-11,25.0,1
404,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,16.0,16.0,42.0,42.0,3.921e-11,3.884e-11,3.903e-11,25.0,1
405,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,16.0,16.0,44.0,44.0,3.923e-11,3.889e-11,3.906e-11,25.0,1
406,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,40.0,40.0,4.242e-11,4.218e-11,4.23e-11,25.0,1
407,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,42.0,42.0,4.246e-11,4.227e-11,4.237e-11,25.0,1
408,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,44.0,44.0,4.254e-11,4.236e-11,4.245e-11,25.0,1
409,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,14.0,14.0,40.0,40.0,4.253e-11,4.221e-11,4.237e-11,25.0,1
410,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,14.0,14.0,42.0,42.0,4.256e-11,4.227e-11,4.242e-11,25.0,1
411,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,14.0,14.0,44.0,44.0,4.261e-11,4.233e-11,4.247e-11,25.0,1
412,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,16.0,16.0,40.0,40.0,4.278e-11,4.236e-11,4.257e-11,25.0,1
413,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,16.0,16.0,42.0,42.0,4.279e-11,4.24e-11,4.259e-11,25.0,1
414,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,16.0,16.0,44.0,44.0,4.281e-11,4.246e-11,4.264e-11,25.0,1
415,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,12.0,12.0,40.0,40.0,4.276e-11,4.276e-11,4.276e-11,25.0,1
416,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,12.0,12.0,42.0,42.0,4.281e-11,4.283e-11,4.282e-11,25.0,1
417,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,12.0,12.0,44.0,44.0,4.287e-11,4.293e-11,4.29e-11,25.0,1
418,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,14.0,14.0,40.0,40.0,4.276e-11,4.267e-11,4.271e-11,25.0,1
419,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,14.0,14.0,42.0,42.0,4.278e-11,4.273e-11,4.275e-11,25.0,1
420,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,14.0,14.0,44.0,44.0,4.283e-11,4.28e-11,4.281e-11,25.0,1
421,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,16.0,16.0,40.0,40.0,4.288e-11,4.273e-11,4.281e-11,25.0,1
422,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,16.0,16.0,42.0,42.0,4.288e-11,4.276e-11,4.282e-11,25.0,1
423,3.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,16.0,16.0,44.0,44.0,4.293e-11,4.28e-11,4.287e-11,25.0,1
424,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,12.0,12.0,40.0,40.0,4.338e-11,4.353e-11,4.345e-11,25.0,1
425,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,12.0,12.0,42.0,42.0,4.342e-11,4.363e-11,4.353e-11,25.0,1
426,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,12.0,12.0,44.0,44.0,4.349e-11,4.372e-11,4.36e-11,25.0,1
427,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,14.0,14.0,40.0,40.0,4.329e-11,4.339e-11,4.334e-11,25.0,1
428,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,14.0,14.0,42.0,42.0,4.333e-11,4.346e-11,4.339e-11,25.0,1
429,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,14.0,14.0,44.0,44.0,4.336e-11,4.351e-11,4.343e-11,25.0,1
430,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,16.0,16.0,40.0,40.0,4.337e-11,4.337e-11,4.337e-11,25.0,1
431,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,16.0,16.0,42.0,42.0,4.335e-11,4.341e-11,4.338e-11,25.0,1
432,3.0,2.0,2.0,4.0,1.0,1.0,6.0,6.0,16.0,16.0,44.0,44.0,4.337e-11,4.347e-11,4.342e-11,25.0,1
433,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,12.0,12.0,40.0,40.0,4.054e-11,4.007e-11,4.031e-11,25.0,1
434,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,12.0,12.0,42.0,42.0,4.06e-11,4.016e-11,4.038e-11,25.0,1
435,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,12.0,12.0,44.0,44.0,4.065e-11,4.025e-11,4.045e-11,25.0,1
436,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,14.0,14.0,40.0,40.0,4.063e-11,4.005e-11,4.034e-11,25.0,1
437,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,14.0,14.0,42.0,42.0,4.067e-11,4.01e-11,4.038e-11,25.0,1
438,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,14.0,14.0,44.0,44.0,4.072e-11,4.018e-11,4.045e-11,25.0,1
439,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,16.0,16.0,40.0,40.0,4.086e-11,4.016e-11,4.051e-11,25.0,1
440,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,16.0,16.0,42.0,42.0,4.087e-11,4.022e-11,4.055e-11,25.0,1
441,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,16.0,16.0,44.0,44.0,4.091e-11,4.024e-11,4.058e-11,25.0,1
442,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,12.0,12.0,40.0,40.0,4.031e-11,3.999e-11,4.015e-11,25.0,1
443,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,12.0,12.0,42.0,42.0,4.037e-11,4.008e-11,4.022e-11,25.0,1
444,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,12.0,12.0,44.0,44.0,4.042e-11,4.019e-11,4.031e-11,25.0,1
445,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,14.0,14.0,40.0,40.0,4.028e-11,3.986e-11,4.007e-11,25.0,1
446,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,14.0,14.0,42.0,42.0,4.031e-11,3.992e-11,4.011e-11,25.0,1
447,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,14.0,14.0,44.0,44.0,4.035e-11,3.999e-11,4.017e-11,25.0,1
448,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,16.0,16.0,40.0,40.0,4.04e-11,3.987e-11,4.013e-11,25.0,1
449,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,16.0,16.0,42.0,42.0,4.041e-11,3.99e-11,4.016e-11,25.0,1
450,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,16.0,16.0,44.0,44.0,4.043e-11,3.996e-11,4.019e-11,25.0,1
451,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,12.0,12.0,40.0,40.0,4.035e-11,4.014e-11,4.024e-11,25.0,1
452,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,12.0,12.0,42.0,42.0,4.04e-11,4.023e-11,4.032e-11,25.0,1
453,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,12.0,12.0,44.0,44.0,4.047e-11,4.035e-11,4.041e-11,25.0,1
454,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,14.0,14.0,40.0,40.0,4.024e-11,3.994e-11,4.009e-11,25.0,1
455,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,14.0,14.0,42.0,42.0,4.027e-11,4.001e-11,4.014e-11,25.0,1
456,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,14.0,14.0,44.0,44.0,4.033e-11,4.007e-11,4.02e-11,25.0,1
457,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,16.0,16.0,40.0,40.0,4.027e-11,3.99e-11,4.008e-11,25.0,1
458,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,16.0,16.0,42.0,42.0,4.029e-11,3.993e-11,4.011e-11,25.0,1
459,3.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,16.0,16.0,44.0,44.0,4.03e-11,3.999e-11,4.015e-11,25.0,1
460,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,12.0,12.0,40.0,40.0,4.034e-11,3.985e-11,4.01e-11,25.0,1
461,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,12.0,12.0,42.0,42.0,4.038e-11,3.993e-11,4.016e-11,25.0,1
462,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,12.0,12.0,44.0,44.0,4.047e-11,4.003e-11,4.025e-11,25.0,1
463,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,14.0,14.0,40.0,40.0,4.043e-11,3.98e-11,4.011e-11,25.0,1
464,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,14.0,14.0,42.0,42.0,4.047e-11,3.988e-11,4.017e-11,25.0,1
465,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,14.0,14.0,44.0,44.0,4.05e-11,3.995e-11,4.022e-11,25.0,1
466,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,16.0,16.0,40.0,40.0,4.066e-11,3.993e-11,4.03e-11,25.0,1
467,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,16.0,16.0,42.0,42.0,4.067e-11,3.997e-11,4.032e-11,25.0,1
468,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,16.0,16.0,44.0,44.0,4.07e-11,4.003e-11,4.036e-11,25.0,1
469,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,12.0,12.0,40.0,40.0,3.991e-11,3.956e-11,3.974e-11,25.0,1
470,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,12.0,12.0,42.0,42.0,3.997e-11,3.965e-11,3.981e-11,25.0,1
471,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,12.0,12.0,44.0,44.0,4.003e-11,3.977e-11,3.99e-11,25.0,1
472,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,14.0,14.0,40.0,40.0,3.989e-11,3.942e-11,3.965e-11,25.0,1
473,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,14.0,14.0,42.0,42.0,3.991e-11,3.949e-11,3.97e-11,25.0,1
474,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,14.0,14.0,44.0,44.0,3.997e-11,3.953e-11,3.975e-11,25.0,1
475,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,16.0,16.0,40.0,40.0,3.998e-11,3.943e-11,3.97e-11,25.0,1
476,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,16.0,16.0,42.0,42.0,4e-11,3.947e-11,3.974e-11,25.0,1
477,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,16.0,16.0,44.0,44.0,4.003e-11,3.951e-11,3.977e-11,25.0,1
478,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,12.0,12.0,40.0,40.0,3.978e-11,3.95e-11,3.964e-11,25.0,1
479,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,12.0,12.0,42.0,42.0,3.983e-11,3.959e-11,3.971e-11,25.0,1
480,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,12.0,12.0,44.0,44.0,3.989e-11,3.97e-11,3.98e-11,25.0,1
481,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,14.0,14.0,40.0,40.0,3.967e-11,3.93e-11,3.949e-11,25.0,1
482,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,14.0,14.0,42.0,42.0,3.968e-11,3.936e-11,3.952e-11,25.0,1
483,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,14.0,14.0,44.0,44.0,3.973e-11,3.941e-11,3.957e-11,25.0,1
484,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,16.0,16.0,40.0,40.0,3.968e-11,3.923e-11,3.946e-11,25.0,1
485,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,16.0,16.0,42.0,42.0,3.969e-11,3.926e-11,3.948e-11,25.0,1
486,3.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,16.0,16.0,44.0,44.0,3.971e-11,3.93e-11,3.951e-11,25.0,1
