index,sn_nand2,sp_nand2,sn_nor2,sp_nor2,sn_buffer_0,sp_buffer_0,sn_buffer_1,sp_buffer_1,sn_buffer_2,sp_buffer_2,sn_buffer_3,sp_buffer_3,tplh,tphl,tp,temper,alter#
173,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,12.0,12.0,42.0,42.0,3.871e-11,4.083e-11,3.977e-11,25.0,1
174,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,12.0,12.0,44.0,44.0,3.878e-11,4.093e-11,3.985e-11,25.0,1
175,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,14.0,14.0,40.0,40.0,3.866e-11,4.066e-11,3.966e-11,25.0,1
176,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,14.0,14.0,42.0,42.0,3.869e-11,4.071e-11,3.97e-11,25.0,1
177,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,14.0,14.0,44.0,44.0,3.874e-11,4.078e-11,3.976e-11,25.0,1
178,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,16.0,16.0,40.0,40.0,3.879e-11,4.072e-11,3.976e-11,25.0,1
179,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,16.0,16.0,42.0,42.0,3.88e-11,4.077e-11,3.978e-11,25.0,1
180,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,16.0,16.0,44.0,44.0,3.883e-11,4.082e-11,3.983e-11,25.0,1
181,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,12.0,12.0,40.0,40.0,3.927e-11,4.154e-11,4.041e-11,25.0,1
182,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,12.0,12.0,42.0,42.0,3.932e-11,4.163e-11,4.048e-11,25.0,1
183,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,12.0,12.0,44.0,44.0,3.939e-11,4.173e-11,4.056e-11,25.0,1
184,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,14.0,14.0,40.0,40.0,3.921e-11,4.14e-11,4.031e-11,25.0,1
185,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,14.0,14.0,42.0,42.0,3.922e-11,4.145e-11,4.033e-11,25.0,1
186,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,14.0,14.0,44.0,44.0,3.926e-11,4.152e-11,4.039e-11,25.0,1
187,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,16.0,16.0,40.0,40.0,3.926e-11,4.138e-11,4.032e-11,25.0,1
188,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,16.0,16.0,42.0,42.0,3.927e-11,4.143e-11,4.035e-11,25.0,1
189,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,16.0,16.0,44.0,44.0,3.93e-11,4.147e-11,4.038e-11,25.0,1
190,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,12.0,12.0,40.0,40.0,3.704e-11,3.879e-11,3.792e-11,25.0,1
191,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,12.0,12.0,42.0,42.0,3.71e-11,3.89e-11,3.8e-11,25.0,1
192,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,12.0,12.0,44.0,44.0,3.716e-11,3.9e-11,3.808e-11,25.0,1
193,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,14.0,14.0,40.0,40.0,3.714e-11,3.879e-11,3.796e-11,25.0,1
194,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,14.0,14.0,42.0,42.0,3.717e-11,3.885e-11,3.801e-11,25.0,1
195,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,14.0,14.0,44.0,44.0,3.722e-11,3.892e-11,3.807e-11,25.0,1
196,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,16.0,16.0,40.0,40.0,3.737e-11,3.89e-11,3.814e-11,25.0,1
197,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,16.0,16.0,42.0,42.0,3.738e-11,3.897e-11,3.818e-11,25.0,1
198,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,16.0,16.0,44.0,44.0,3.741e-11,3.9e-11,3.821e-11,25.0,1
199,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,12.0,12.0,40.0,40.0,3.684e-11,3.875e-11,3.78e-11,25.0,1
200,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,12.0,12.0,42.0,42.0,3.689e-11,3.883e-11,3.786e-11,25.0,1
201,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,12.0,12.0,44.0,44.0,3.696e-11,3.894e-11,3.795e-11,25.0,1
202,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,14.0,14.0,40.0,40.0,3.681e-11,3.861e-11,3.771e-11,25.0,1
203,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,14.0,14.0,42.0,42.0,3.685e-11,3.869e-11,3.777e-11,25.0,1
204,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,14.0,14.0,44.0,44.0,3.689e-11,3.876e-11,3.782e-11,25.0,1
205,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,16.0,16.0,40.0,40.0,3.693e-11,3.863e-11,3.778e-11,25.0,1
206,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,16.0,16.0,42.0,42.0,3.693e-11,3.866e-11,3.779e-11,25.0,1
207,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,16.0,16.0,44.0,44.0,3.696e-11,3.873e-11,3.785e-11,25.0,1
208,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,12.0,12.0,40.0,40.0,3.692e-11,3.892e-11,3.792e-11,25.0,1
209,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,12.0,12.0,42.0,42.0,3.696e-11,3.901e-11,3.799e-11,25.0,1
210,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,12.0,12.0,44.0,44.0,3.703e-11,3.908e-11,3.806e-11,25.0,1
211,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,14.0,14.0,40.0,40.0,3.681e-11,3.87e-11,3.776e-11,25.0,1
212,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,14.0,14.0,42.0,42.0,3.684e-11,3.878e-11,3.781e-11,25.0,1
213,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,14.0,14.0,44.0,44.0,3.687e-11,3.884e-11,3.785e-11,25.0,1
214,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,16.0,16.0,40.0,40.0,3.683e-11,3.865e-11,3.774e-11,25.0,1
215,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,16.0,16.0,42.0,42.0,3.685e-11,3.869e-11,3.777e-11,25.0,1
216,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,16.0,16.0,44.0,44.0,3.687e-11,3.876e-11,3.781e-11,25.0,1
217,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,12.0,12.0,40.0,40.0,3.737e-11,3.922e-11,3.83e-11,25.0,1
218,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,12.0,12.0,42.0,42.0,3.742e-11,3.932e-11,3.837e-11,25.0,1
219,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,12.0,12.0,44.0,44.0,3.75e-11,3.941e-11,3.845e-11,25.0,1
220,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,14.0,14.0,40.0,40.0,3.745e-11,3.92e-11,3.832e-11,25.0,1
221,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,14.0,14.0,42.0,42.0,3.749e-11,3.926e-11,3.837e-11,25.0,1
222,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,14.0,14.0,44.0,44.0,3.754e-11,3.934e-11,3.844e-11,25.0,1
223,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,16.0,16.0,40.0,40.0,3.769e-11,3.931e-11,3.85e-11,25.0,1
224,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,16.0,16.0,42.0,42.0,3.772e-11,3.936e-11,3.854e-11,25.0,1
225,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,16.0,16.0,44.0,44.0,3.773e-11,3.94e-11,3.856e-11,25.0,1
226,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,12.0,12.0,40.0,40.0,3.699e-11,3.895e-11,3.797e-11,25.0,1
227,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,12.0,12.0,42.0,42.0,3.702e-11,3.905e-11,3.804e-11,25.0,1
228,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,12.0,12.0,44.0,44.0,3.709e-11,3.915e-11,3.812e-11,25.0,1
229,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,14.0,14.0,40.0,40.0,3.695e-11,3.882e-11,3.788e-11,25.0,1
230,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,14.0,14.0,42.0,42.0,3.697e-11,3.889e-11,3.793e-11,25.0,1
231,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,14.0,14.0,44.0,44.0,3.702e-11,3.895e-11,3.799e-11,25.0,1
232,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,16.0,16.0,40.0,40.0,3.705e-11,3.882e-11,3.794e-11,25.0,1
233,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,16.0,16.0,42.0,42.0,3.706e-11,3.886e-11,3.796e-11,25.0,1
234,2.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,16.0,16.0,44.0,44.0,3.709e-11,3.892e-11,3.801e-11,25.0,1
235,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,12.0,12.0,40.0,40.0,3.688e-11,3.893e-11,3.79e-11,25.0,1
236,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,12.0,12.0,42.0,42.0,3.693e-11,3.902e-11,3.798e-11,25.0,1
237,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,12.0,12.0,44.0,44.0,3.699e-11,3.913e-11,3.806e-11,25.0,1
238,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,14.0,14.0,40.0,40.0,3.676e-11,3.871e-11,3.773e-11,25.0,1
239,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,14.0,14.0,42.0,42.0,3.679e-11,3.878e-11,3.778e-11,25.0,1
240,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,14.0,14.0,44.0,44.0,3.682e-11,3.885e-11,3.784e-11,25.0,1
241,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,16.0,16.0,40.0,40.0,3.677e-11,3.863e-11,3.77e-11,25.0,1
242,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,16.0,16.0,42.0,42.0,3.678e-11,3.869e-11,3.773e-11,25.0,1
243,2.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,16.0,16.0,44.0,44.0,3.681e-11,3.875e-11,3.778e-11,25.0,1
244,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,40.0,40.0,4.114e-11,4.441e-11,4.277e-11,25.0,1
245,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,42.0,42.0,4.118e-11,4.449e-11,4.283e-11,25.0,1
246,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,44.0,44.0,4.124e-11,4.458e-11,4.291e-11,25.0,1
247,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,14.0,14.0,40.0,40.0,4.123e-11,4.44e-11,4.282e-11,25.0,1
248,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,14.0,14.0,42.0,42.0,4.127e-11,4.448e-11,4.288e-11,25.0,1
249,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,14.0,14.0,44.0,44.0,4.132e-11,4.455e-11,4.293e-11,25.0,1
250,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,16.0,16.0,40.0,40.0,4.148e-11,4.457e-11,4.303e-11,25.0,1
251,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,16.0,16.0,42.0,42.0,4.15e-11,4.461e-11,4.306e-11,25.0,1
252,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,16.0,16.0,44.0,44.0,4.153e-11,4.468e-11,4.311e-11,25.0,1
253,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,12.0,12.0,40.0,40.0,4.148e-11,4.496e-11,4.322e-11,25.0,1
254,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,12.0,12.0,42.0,42.0,4.152e-11,4.504e-11,4.328e-11,25.0,1
255,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,12.0,12.0,44.0,44.0,4.159e-11,4.514e-11,4.337e-11,25.0,1
256,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,14.0,14.0,40.0,40.0,4.148e-11,4.489e-11,4.319e-11,25.0,1
257,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,14.0,14.0,42.0,42.0,4.152e-11,4.493e-11,4.322e-11,25.0,1
258,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,14.0,14.0,44.0,44.0,4.155e-11,4.5e-11,4.328e-11,25.0,1
259,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,16.0,16.0,40.0,40.0,4.163e-11,4.495e-11,4.329e-11,25.0,1
260,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,16.0,16.0,42.0,42.0,4.162e-11,4.498e-11,4.33e-11,25.0,1
261,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,16.0,16.0,44.0,44.0,4.164e-11,4.503e-11,4.334e-11,25.0,1
262,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,12.0,12.0,40.0,40.0,4.21e-11,4.577e-11,4.394e-11,25.0,1
263,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,12.0,12.0,42.0,42.0,4.216e-11,4.586e-11,4.401e-11,25.0,1
264,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,12.0,12.0,44.0,44.0,4.22e-11,4.597e-11,4.408e-11,25.0,1
265,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,14.0,14.0,40.0,40.0,4.204e-11,4.562e-11,4.383e-11,25.0,1
266,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,14.0,14.0,42.0,42.0,4.207e-11,4.567e-11,4.387e-11,25.0,1
267,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,14.0,14.0,44.0,44.0,4.21e-11,4.574e-11,4.392e-11,25.0,1
268,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,16.0,16.0,40.0,40.0,4.209e-11,4.561e-11,4.385e-11,25.0,1
269,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,16.0,16.0,42.0,42.0,4.208e-11,4.564e-11,4.386e-11,25.0,1
270,2.0,1.0,2.0,4.0,1.0,1.0,6.0,6.0,16.0,16.0,44.0,44.0,4.211e-11,4.57e-11,4.39e-11,25.0,1
271,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,12.0,12.0,40.0,40.0,3.931e-11,4.242e-11,4.087e-11,25.0,1
272,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,12.0,12.0,42.0,42.0,3.936e-11,4.251e-11,4.094e-11,25.0,1
273,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,12.0,12.0,44.0,44.0,3.943e-11,4.262e-11,4.103e-11,25.0,1
274,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,14.0,14.0,40.0,40.0,3.942e-11,4.239e-11,4.091e-11,25.0,1
275,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,14.0,14.0,42.0,42.0,3.944e-11,4.245e-11,4.094e-11,25.0,1
276,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,14.0,14.0,44.0,44.0,3.948e-11,4.254e-11,4.101e-11,25.0,1
277,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,16.0,16.0,40.0,40.0,3.965e-11,4.251e-11,4.108e-11,25.0,1
278,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,16.0,16.0,42.0,42.0,3.964e-11,4.256e-11,4.11e-11,25.0,1
279,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,16.0,16.0,44.0,44.0,3.967e-11,4.262e-11,4.114e-11,25.0,1
280,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,12.0,12.0,40.0,40.0,3.908e-11,4.233e-11,4.071e-11,25.0,1
281,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,12.0,12.0,42.0,42.0,3.915e-11,4.244e-11,4.079e-11,25.0,1
282,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,12.0,12.0,44.0,44.0,3.92e-11,4.254e-11,4.087e-11,25.0,1
283,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,14.0,14.0,40.0,40.0,3.907e-11,4.221e-11,4.064e-11,25.0,1
284,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,14.0,14.0,42.0,42.0,3.908e-11,4.226e-11,4.067e-11,25.0,1
285,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,14.0,14.0,44.0,44.0,3.913e-11,4.233e-11,4.073e-11,25.0,1
286,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,16.0,16.0,40.0,40.0,3.916e-11,4.223e-11,4.069e-11,25.0,1
287,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,16.0,16.0,42.0,42.0,3.918e-11,4.227e-11,4.073e-11,25.0,1
288,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,16.0,16.0,44.0,44.0,3.92e-11,4.231e-11,4.076e-11,25.0,1
289,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,12.0,12.0,40.0,40.0,3.913e-11,4.251e-11,4.082e-11,25.0,1
290,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,12.0,12.0,42.0,42.0,3.918e-11,4.257e-11,4.088e-11,25.0,1
291,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,12.0,12.0,44.0,44.0,3.924e-11,4.268e-11,4.096e-11,25.0,1
292,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,14.0,14.0,40.0,40.0,3.902e-11,4.229e-11,4.066e-11,25.0,1
293,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,14.0,14.0,42.0,42.0,3.905e-11,4.234e-11,4.07e-11,25.0,1
294,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,14.0,14.0,44.0,44.0,3.909e-11,4.242e-11,4.075e-11,25.0,1
295,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,16.0,16.0,40.0,40.0,3.904e-11,4.223e-11,4.063e-11,25.0,1
296,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,16.0,16.0,42.0,42.0,3.907e-11,4.229e-11,4.068e-11,25.0,1
297,2.0,1.0,2.0,4.0,2.0,2.0,6.0,6.0,16.0,16.0,44.0,44.0,3.907e-11,4.233e-11,4.07e-11,25.0,1
298,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,12.0,12.0,40.0,40.0,3.916e-11,4.233e-11,4.075e-11,25.0,1
299,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,12.0,12.0,42.0,42.0,3.922e-11,4.242e-11,4.082e-11,25.0,1
300,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,12.0,12.0,44.0,44.0,3.929e-11,4.253e-11,4.091e-11,25.0,1
301,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,14.0,14.0,40.0,40.0,3.927e-11,4.229e-11,4.078e-11,25.0,1
302,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,14.0,14.0,42.0,42.0,3.93e-11,4.235e-11,4.083e-11,25.0,1
303,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,14.0,14.0,44.0,44.0,3.935e-11,4.244e-11,4.089e-11,25.0,1
304,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,16.0,16.0,40.0,40.0,3.949e-11,4.24e-11,4.095e-11,25.0,1
305,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,16.0,16.0,42.0,42.0,3.951e-11,4.246e-11,4.099e-11,25.0,1
306,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,16.0,16.0,44.0,44.0,3.953e-11,4.252e-11,4.103e-11,25.0,1
307,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,12.0,12.0,40.0,40.0,3.875e-11,4.204e-11,4.039e-11,25.0,1
308,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,12.0,12.0,42.0,42.0,3.881e-11,4.213e-11,4.047e-11,25.0,1
309,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,12.0,12.0,44.0,44.0,3.886e-11,4.221e-11,4.054e-11,25.0,1
310,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,14.0,14.0,40.0,40.0,3.871e-11,4.19e-11,4.03e-11,25.0,1
311,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,14.0,14.0,42.0,42.0,3.874e-11,4.197e-11,4.035e-11,25.0,1
312,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,14.0,14.0,44.0,44.0,3.878e-11,4.202e-11,4.04e-11,25.0,1
313,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,16.0,16.0,40.0,40.0,3.881e-11,4.189e-11,4.035e-11,25.0,1
314,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,16.0,16.0,42.0,42.0,3.883e-11,4.193e-11,4.038e-11,25.0,1
315,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,16.0,16.0,44.0,44.0,3.884e-11,4.199e-11,4.042e-11,25.0,1
316,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,12.0,12.0,40.0,40.0,3.861e-11,4.198e-11,4.03e-11,25.0,1
317,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,12.0,12.0,42.0,42.0,3.866e-11,4.209e-11,4.037e-11,25.0,1
318,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,12.0,12.0,44.0,44.0,3.872e-11,4.218e-11,4.045e-11,25.0,1
319,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,14.0,14.0,40.0,40.0,3.849e-11,4.178e-11,4.013e-11,25.0,1
320,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,14.0,14.0,42.0,42.0,3.852e-11,4.181e-11,4.016e-11,25.0,1
321,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,14.0,14.0,44.0,44.0,3.855e-11,4.19e-11,4.023e-11,25.0,1
322,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,16.0,16.0,40.0,40.0,3.85e-11,4.17e-11,4.01e-11,25.0,1
323,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,16.0,16.0,42.0,42.0,3.853e-11,4.174e-11,4.013e-11,25.0,1
324,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,16.0,16.0,44.0,44.0,3.853e-11,4.178e-11,4.015e-11,25.0,1
325,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,12.0,12.0,40.0,40.0,4.083e-11,4.061e-11,4.072e-11,25.0,1
326,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,12.0,12.0,42.0,42.0,4.087e-11,4.069e-11,4.078e-11,25.0,1
327,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,12.0,12.0,44.0,44.0,4.095e-11,4.079e-11,4.087e-11,25.0,1
328,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,14.0,14.0,40.0,40.0,4.093e-11,4.062e-11,4.078e-11,25.0,1
329,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,14.0,14.0,42.0,42.0,4.098e-11,4.068e-11,4.083e-11,25.0,1
330,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,14.0,14.0,44.0,44.0,4.103e-11,4.075e-11,4.089e-11,25.0,1
331,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,16.0,16.0,40.0,40.0,4.118e-11,4.078e-11,4.098e-11,25.0,1
332,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,16.0,16.0,42.0,42.0,4.12e-11,4.082e-11,4.101e-11,25.0,1
333,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,16.0,16.0,44.0,44.0,4.123e-11,4.088e-11,4.105e-11,25.0,1
334,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,12.0,12.0,40.0,40.0,4.117e-11,4.117e-11,4.117e-11,25.0,1
335,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,12.0,12.0,42.0,42.0,4.122e-11,4.124e-11,4.123e-11,25.0,1
336,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,12.0,12.0,44.0,44.0,4.13e-11,4.134e-11,4.132e-11,25.0,1
337,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,14.0,14.0,40.0,40.0,4.118e-11,4.106e-11,4.112e-11,25.0,1
338,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,14.0,14.0,42.0,42.0,4.12e-11,4.114e-11,4.117e-11,25.0,1
339,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,14.0,14.0,44.0,44.0,4.125e-11,4.121e-11,4.123e-11,25.0,1
340,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,16.0,16.0,40.0,40.0,4.13e-11,4.113e-11,4.122e-11,25.0,1
341,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,16.0,16.0,42.0,42.0,4.132e-11,4.118e-11,4.125e-11,25.0,1
342,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,16.0,16.0,44.0,44.0,4.134e-11,4.124e-11,4.129e-11,25.0,1
343,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,12.0,12.0,40.0,40.0,4.177e-11,4.197e-11,4.187e-11,25.0,1
344,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,12.0,12.0,42.0,42.0,4.183e-11,4.206e-11,4.195e-11,25.0,1
345,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,12.0,12.0,44.0,44.0,4.19e-11,4.214e-11,4.202e-11,25.0,1
346,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,14.0,14.0,40.0,40.0,4.171e-11,4.181e-11,4.176e-11,25.0,1
347,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,14.0,14.0,42.0,42.0,4.173e-11,4.187e-11,4.18e-11,25.0,1
348,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,14.0,14.0,44.0,44.0,4.177e-11,4.194e-11,4.186e-11,25.0,1
349,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,16.0,16.0,40.0,40.0,4.177e-11,4.181e-11,4.179e-11,25.0,1
350,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,16.0,16.0,42.0,42.0,4.178e-11,4.184e-11,4.181e-11,25.0,1
351,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,16.0,16.0,44.0,44.0,4.179e-11,4.189e-11,4.184e-11,25.0,1
352,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,12.0,12.0,40.0,40.0,3.951e-11,3.906e-11,3.929e-11,25.0,1
