index,xinvpa0_size,xnand2_size,xnor3_size,buffer_0_size,buffer_1_size,buffer_2_size,tplh,tphl,tp,temper,alter#
260,3.0,5.0,1.0,2.0,13.0,48.0,6.287e-11,6.921e-11,6.604e-11,25.0,1
261,3.0,5.0,1.0,2.0,13.0,51.0,6.284e-11,6.926e-11,6.605e-11,25.0,1
262,3.0,5.0,1.0,2.0,13.0,54.0,6.286e-11,6.934e-11,6.61e-11,25.0,1
263,3.0,5.0,1.0,2.0,13.0,57.0,6.291e-11,6.945e-11,6.618e-11,25.0,1
264,3.0,5.0,1.0,2.0,13.0,60.0,6.299e-11,6.958e-11,6.628e-11,25.0,1
265,3.0,5.0,1.0,2.0,13.0,63.0,6.308e-11,6.972e-11,6.64e-11,25.0,1
266,3.0,5.0,1.0,2.0,13.0,66.0,6.319e-11,6.985e-11,6.652e-11,25.0,1
267,3.0,5.0,1.0,2.0,15.0,48.0,6.356e-11,6.986e-11,6.671e-11,25.0,1
268,3.0,5.0,1.0,2.0,15.0,51.0,6.351e-11,6.988e-11,6.669e-11,25.0,1
269,3.0,5.0,1.0,2.0,15.0,54.0,6.35e-11,6.993e-11,6.672e-11,25.0,1
270,3.0,5.0,1.0,2.0,15.0,57.0,6.352e-11,7e-11,6.676e-11,25.0,1
271,3.0,5.0,1.0,2.0,15.0,60.0,6.356e-11,7.01e-11,6.683e-11,25.0,1
272,3.0,5.0,1.0,2.0,15.0,63.0,6.363e-11,7.02e-11,6.691e-11,25.0,1
273,3.0,5.0,1.0,2.0,15.0,66.0,6.371e-11,7.031e-11,6.701e-11,25.0,1
274,3.0,5.0,1.0,3.0,11.0,48.0,6.115e-11,6.933e-11,6.524e-11,25.0,1
275,3.0,5.0,1.0,3.0,11.0,51.0,6.116e-11,6.943e-11,6.529e-11,25.0,1
276,3.0,5.0,1.0,3.0,11.0,54.0,6.12e-11,6.954e-11,6.537e-11,25.0,1
277,3.0,5.0,1.0,3.0,11.0,57.0,6.128e-11,6.968e-11,6.548e-11,25.0,1
278,3.0,5.0,1.0,3.0,11.0,60.0,6.138e-11,6.985e-11,6.562e-11,25.0,1
279,3.0,5.0,1.0,3.0,11.0,63.0,6.15e-11,7.001e-11,6.576e-11,25.0,1
280,3.0,5.0,1.0,3.0,11.0,66.0,6.164e-11,7.021e-11,6.592e-11,25.0,1
281,3.0,5.0,1.0,3.0,13.0,48.0,6.123e-11,6.944e-11,6.534e-11,25.0,1
282,3.0,5.0,1.0,3.0,13.0,51.0,6.119e-11,6.949e-11,6.534e-11,25.0,1
283,3.0,5.0,1.0,3.0,13.0,54.0,6.119e-11,6.956e-11,6.538e-11,25.0,1
284,3.0,5.0,1.0,3.0,13.0,57.0,6.123e-11,6.966e-11,6.545e-11,25.0,1
285,3.0,5.0,1.0,3.0,13.0,60.0,6.129e-11,6.978e-11,6.553e-11,25.0,1
286,3.0,5.0,1.0,3.0,13.0,63.0,6.137e-11,6.991e-11,6.564e-11,25.0,1
287,3.0,5.0,1.0,3.0,13.0,66.0,6.147e-11,7.004e-11,6.576e-11,25.0,1
288,3.0,5.0,1.0,3.0,15.0,48.0,6.15e-11,6.977e-11,6.564e-11,25.0,1
289,3.0,5.0,1.0,3.0,15.0,51.0,6.144e-11,6.978e-11,6.561e-11,25.0,1
290,3.0,5.0,1.0,3.0,15.0,54.0,6.141e-11,6.983e-11,6.562e-11,25.0,1
291,3.0,5.0,1.0,3.0,15.0,57.0,6.142e-11,6.989e-11,6.565e-11,25.0,1
292,3.0,5.0,1.0,3.0,15.0,60.0,6.145e-11,6.996e-11,6.571e-11,25.0,1
293,3.0,5.0,1.0,3.0,15.0,63.0,6.15e-11,7.006e-11,6.578e-11,25.0,1
294,3.0,5.0,1.0,3.0,15.0,66.0,6.157e-11,7.017e-11,6.587e-11,25.0,1
295,3.0,5.0,1.0,4.0,11.0,48.0,6.115e-11,7.108e-11,6.611e-11,25.0,1
296,3.0,5.0,1.0,4.0,11.0,51.0,6.115e-11,7.117e-11,6.616e-11,25.0,1
297,3.0,5.0,1.0,4.0,11.0,54.0,6.119e-11,7.129e-11,6.624e-11,25.0,1
298,3.0,5.0,1.0,4.0,11.0,57.0,6.125e-11,7.143e-11,6.634e-11,25.0,1
299,3.0,5.0,1.0,4.0,11.0,60.0,6.135e-11,7.158e-11,6.647e-11,25.0,1
300,3.0,5.0,1.0,4.0,11.0,63.0,6.146e-11,7.176e-11,6.661e-11,25.0,1
301,3.0,5.0,1.0,4.0,11.0,66.0,6.159e-11,7.194e-11,6.677e-11,25.0,1
302,3.0,5.0,1.0,4.0,13.0,48.0,6.103e-11,7.101e-11,6.602e-11,25.0,1
303,3.0,5.0,1.0,4.0,13.0,51.0,6.098e-11,7.105e-11,6.601e-11,25.0,1
304,3.0,5.0,1.0,4.0,13.0,54.0,6.097e-11,7.111e-11,6.604e-11,25.0,1
305,3.0,5.0,1.0,4.0,13.0,57.0,6.1e-11,7.121e-11,6.61e-11,25.0,1
306,3.0,5.0,1.0,4.0,13.0,60.0,6.105e-11,7.132e-11,6.618e-11,25.0,1
307,3.0,5.0,1.0,4.0,13.0,63.0,6.113e-11,7.144e-11,6.629e-11,25.0,1
308,3.0,5.0,1.0,4.0,13.0,66.0,6.121e-11,7.158e-11,6.64e-11,25.0,1
309,3.0,5.0,1.0,4.0,15.0,48.0,6.11e-11,7.115e-11,6.612e-11,25.0,1
310,3.0,5.0,1.0,4.0,15.0,51.0,6.103e-11,7.115e-11,6.609e-11,25.0,1
311,3.0,5.0,1.0,4.0,15.0,54.0,6.099e-11,7.12e-11,6.609e-11,25.0,1
312,3.0,5.0,1.0,4.0,15.0,57.0,6.099e-11,7.125e-11,6.612e-11,25.0,1
313,3.0,5.0,1.0,4.0,15.0,60.0,6.101e-11,7.132e-11,6.617e-11,25.0,1
314,3.0,5.0,1.0,4.0,15.0,63.0,6.105e-11,7.141e-11,6.623e-11,25.0,1
315,3.0,5.0,1.0,4.0,15.0,66.0,6.112e-11,7.152e-11,6.632e-11,25.0,1
316,3.0,5.0,2.0,2.0,11.0,48.0,8.573e-11,9.132e-11,8.853e-11,25.0,1
317,3.0,5.0,2.0,2.0,11.0,51.0,8.576e-11,9.143e-11,8.859e-11,25.0,1
318,3.0,5.0,2.0,2.0,11.0,54.0,8.581e-11,9.157e-11,8.869e-11,25.0,1
319,3.0,5.0,2.0,2.0,11.0,57.0,8.591e-11,9.171e-11,8.881e-11,25.0,1
320,3.0,5.0,2.0,2.0,11.0,60.0,8.601e-11,9.187e-11,8.894e-11,25.0,1
321,3.0,5.0,2.0,2.0,11.0,63.0,8.614e-11,9.206e-11,8.91e-11,25.0,1
322,3.0,5.0,2.0,2.0,11.0,66.0,8.629e-11,9.226e-11,8.927e-11,25.0,1
323,3.0,5.0,2.0,2.0,13.0,48.0,8.621e-11,9.171e-11,8.896e-11,25.0,1
324,3.0,5.0,2.0,2.0,13.0,51.0,8.619e-11,9.177e-11,8.898e-11,25.0,1
325,3.0,5.0,2.0,2.0,13.0,54.0,8.621e-11,9.185e-11,8.903e-11,25.0,1
326,3.0,5.0,2.0,2.0,13.0,57.0,8.626e-11,9.196e-11,8.911e-11,25.0,1
327,3.0,5.0,2.0,2.0,13.0,60.0,8.634e-11,9.209e-11,8.921e-11,25.0,1
328,3.0,5.0,2.0,2.0,13.0,63.0,8.643e-11,9.222e-11,8.933e-11,25.0,1
329,3.0,5.0,2.0,2.0,13.0,66.0,8.654e-11,9.237e-11,8.945e-11,25.0,1
330,3.0,5.0,2.0,2.0,15.0,48.0,8.69e-11,9.23e-11,8.96e-11,25.0,1
331,3.0,5.0,2.0,2.0,15.0,51.0,8.685e-11,9.233e-11,8.959e-11,25.0,1
332,3.0,5.0,2.0,2.0,15.0,54.0,8.683e-11,9.238e-11,8.96e-11,25.0,1
333,3.0,5.0,2.0,2.0,15.0,57.0,8.686e-11,9.245e-11,8.965e-11,25.0,1
334,3.0,5.0,2.0,2.0,15.0,60.0,8.69e-11,9.254e-11,8.972e-11,25.0,1
335,3.0,5.0,2.0,2.0,15.0,63.0,8.696e-11,9.265e-11,8.981e-11,25.0,1
336,3.0,5.0,2.0,2.0,15.0,66.0,8.705e-11,9.277e-11,8.991e-11,25.0,1
337,3.0,5.0,2.0,3.0,11.0,48.0,8.406e-11,9.039e-11,8.722e-11,25.0,1
338,3.0,5.0,2.0,3.0,11.0,51.0,8.406e-11,9.05e-11,8.728e-11,25.0,1
339,3.0,5.0,2.0,3.0,11.0,54.0,8.411e-11,9.062e-11,8.736e-11,25.0,1
340,3.0,5.0,2.0,3.0,11.0,57.0,8.419e-11,9.076e-11,8.747e-11,25.0,1
341,3.0,5.0,2.0,3.0,11.0,60.0,8.428e-11,9.091e-11,8.759e-11,25.0,1
342,3.0,5.0,2.0,3.0,11.0,63.0,8.441e-11,9.109e-11,8.775e-11,25.0,1
343,3.0,5.0,2.0,3.0,11.0,66.0,8.454e-11,9.129e-11,8.792e-11,25.0,1
344,3.0,5.0,2.0,3.0,13.0,48.0,8.411e-11,9.042e-11,8.727e-11,25.0,1
345,3.0,5.0,2.0,3.0,13.0,51.0,8.408e-11,9.048e-11,8.728e-11,25.0,1
346,3.0,5.0,2.0,3.0,13.0,54.0,8.408e-11,9.055e-11,8.731e-11,25.0,1
347,3.0,5.0,2.0,3.0,13.0,57.0,8.412e-11,9.066e-11,8.739e-11,25.0,1
348,3.0,5.0,2.0,3.0,13.0,60.0,8.418e-11,9.076e-11,8.747e-11,25.0,1
349,3.0,5.0,2.0,3.0,13.0,63.0,8.425e-11,9.09e-11,8.757e-11,25.0,1
350,3.0,5.0,2.0,3.0,13.0,66.0,8.435e-11,9.105e-11,8.77e-11,25.0,1
351,3.0,5.0,2.0,3.0,15.0,48.0,8.437e-11,9.067e-11,8.752e-11,25.0,1
352,3.0,5.0,2.0,3.0,15.0,51.0,8.431e-11,9.069e-11,8.75e-11,25.0,1
353,3.0,5.0,2.0,3.0,15.0,54.0,8.428e-11,9.074e-11,8.751e-11,25.0,1
354,3.0,5.0,2.0,3.0,15.0,57.0,8.428e-11,9.081e-11,8.755e-11,25.0,1
355,3.0,5.0,2.0,3.0,15.0,60.0,8.431e-11,9.089e-11,8.76e-11,25.0,1
356,3.0,5.0,2.0,3.0,15.0,63.0,8.436e-11,9.099e-11,8.768e-11,25.0,1
357,3.0,5.0,2.0,3.0,15.0,66.0,8.444e-11,9.109e-11,8.776e-11,25.0,1
358,3.0,5.0,2.0,4.0,11.0,48.0,8.364e-11,9.06e-11,8.712e-11,25.0,1
359,3.0,5.0,2.0,4.0,11.0,51.0,8.364e-11,9.07e-11,8.717e-11,25.0,1
360,3.0,5.0,2.0,4.0,11.0,54.0,8.368e-11,9.082e-11,8.725e-11,25.0,1
361,3.0,5.0,2.0,4.0,11.0,57.0,8.374e-11,9.097e-11,8.736e-11,25.0,1
362,3.0,5.0,2.0,4.0,11.0,60.0,8.384e-11,9.112e-11,8.748e-11,25.0,1
363,3.0,5.0,2.0,4.0,11.0,63.0,8.396e-11,9.13e-11,8.763e-11,25.0,1
364,3.0,5.0,2.0,4.0,11.0,66.0,8.408e-11,9.149e-11,8.779e-11,25.0,1
365,3.0,5.0,2.0,4.0,13.0,48.0,8.348e-11,9.046e-11,8.697e-11,25.0,1
366,3.0,5.0,2.0,4.0,13.0,51.0,8.344e-11,9.05e-11,8.697e-11,25.0,1
367,3.0,5.0,2.0,4.0,13.0,54.0,8.343e-11,9.058e-11,8.701e-11,25.0,1
368,3.0,5.0,2.0,4.0,13.0,57.0,8.346e-11,9.068e-11,8.707e-11,25.0,1
369,3.0,5.0,2.0,4.0,13.0,60.0,8.351e-11,9.078e-11,8.715e-11,25.0,1
370,3.0,5.0,2.0,4.0,13.0,63.0,8.359e-11,9.09e-11,8.724e-11,25.0,1
371,3.0,5.0,2.0,4.0,13.0,66.0,8.368e-11,9.103e-11,8.736e-11,25.0,1
372,3.0,5.0,2.0,4.0,15.0,48.0,8.353e-11,9.052e-11,8.703e-11,25.0,1
373,3.0,5.0,2.0,4.0,15.0,51.0,8.346e-11,9.054e-11,8.7e-11,25.0,1
374,3.0,5.0,2.0,4.0,15.0,54.0,8.342e-11,9.058e-11,8.7e-11,25.0,1
375,3.0,5.0,2.0,4.0,15.0,57.0,8.342e-11,9.065e-11,8.703e-11,25.0,1
376,3.0,5.0,2.0,4.0,15.0,60.0,8.344e-11,9.071e-11,8.707e-11,25.0,1
377,3.0,5.0,2.0,4.0,15.0,63.0,8.348e-11,9.081e-11,8.714e-11,25.0,1
378,3.0,5.0,2.0,4.0,15.0,66.0,8.355e-11,9.091e-11,8.723e-11,25.0,1
379,4.0,3.0,1.0,2.0,11.0,48.0,6.134e-11,6.808e-11,6.471e-11,25.0,1
380,4.0,3.0,1.0,2.0,11.0,51.0,6.137e-11,6.819e-11,6.478e-11,25.0,1
381,4.0,3.0,1.0,2.0,11.0,54.0,6.143e-11,6.831e-11,6.487e-11,25.0,1
382,4.0,3.0,1.0,2.0,11.0,57.0,6.152e-11,6.845e-11,6.498e-11,25.0,1
383,4.0,3.0,1.0,2.0,11.0,60.0,6.163e-11,6.863e-11,6.513e-11,25.0,1
384,4.0,3.0,1.0,2.0,11.0,63.0,6.176e-11,6.88e-11,6.528e-11,25.0,1
385,4.0,3.0,1.0,2.0,11.0,66.0,6.19e-11,6.9e-11,6.545e-11,25.0,1
386,4.0,3.0,1.0,2.0,13.0,48.0,6.184e-11,6.852e-11,6.518e-11,25.0,1
387,4.0,3.0,1.0,2.0,13.0,51.0,6.182e-11,6.859e-11,6.521e-11,25.0,1
388,4.0,3.0,1.0,2.0,13.0,54.0,6.184e-11,6.866e-11,6.525e-11,25.0,1
389,4.0,3.0,1.0,2.0,13.0,57.0,6.188e-11,6.877e-11,6.533e-11,25.0,1
390,4.0,3.0,1.0,2.0,13.0,60.0,6.196e-11,6.889e-11,6.543e-11,25.0,1
391,4.0,3.0,1.0,2.0,13.0,63.0,6.205e-11,6.903e-11,6.554e-11,25.0,1
392,4.0,3.0,1.0,2.0,13.0,66.0,6.216e-11,6.917e-11,6.567e-11,25.0,1
393,4.0,3.0,1.0,2.0,15.0,48.0,6.254e-11,6.917e-11,6.585e-11,25.0,1
394,4.0,3.0,1.0,2.0,15.0,51.0,6.248e-11,6.919e-11,6.584e-11,25.0,1
395,4.0,3.0,1.0,2.0,15.0,54.0,6.247e-11,6.924e-11,6.586e-11,25.0,1
396,4.0,3.0,1.0,2.0,15.0,57.0,6.249e-11,6.933e-11,6.591e-11,25.0,1
397,4.0,3.0,1.0,2.0,15.0,60.0,6.253e-11,6.941e-11,6.597e-11,25.0,1
398,4.0,3.0,1.0,2.0,15.0,63.0,6.26e-11,6.952e-11,6.606e-11,25.0,1
399,4.0,3.0,1.0,2.0,15.0,66.0,6.268e-11,6.963e-11,6.616e-11,25.0,1
400,4.0,3.0,1.0,3.0,11.0,48.0,6.007e-11,6.866e-11,6.437e-11,25.0,1
401,4.0,3.0,1.0,3.0,11.0,51.0,6.008e-11,6.876e-11,6.442e-11,25.0,1
402,4.0,3.0,1.0,3.0,11.0,54.0,6.012e-11,6.887e-11,6.449e-11,25.0,1
403,4.0,3.0,1.0,3.0,11.0,57.0,6.019e-11,6.901e-11,6.46e-11,25.0,1
404,4.0,3.0,1.0,3.0,11.0,60.0,6.03e-11,6.917e-11,6.473e-11,25.0,1
405,4.0,3.0,1.0,3.0,11.0,63.0,6.041e-11,6.935e-11,6.488e-11,25.0,1
406,4.0,3.0,1.0,3.0,11.0,66.0,6.055e-11,6.953e-11,6.504e-11,25.0,1
407,4.0,3.0,1.0,3.0,13.0,48.0,6.014e-11,6.878e-11,6.446e-11,25.0,1
408,4.0,3.0,1.0,3.0,13.0,51.0,6.011e-11,6.882e-11,6.446e-11,25.0,1
409,4.0,3.0,1.0,3.0,13.0,54.0,6.011e-11,6.89e-11,6.451e-11,25.0,1
410,4.0,3.0,1.0,3.0,13.0,57.0,6.015e-11,6.9e-11,6.457e-11,25.0,1
411,4.0,3.0,1.0,3.0,13.0,60.0,6.02e-11,6.911e-11,6.466e-11,25.0,1
412,4.0,3.0,1.0,3.0,13.0,63.0,6.028e-11,6.924e-11,6.476e-11,25.0,1
413,4.0,3.0,1.0,3.0,13.0,66.0,6.039e-11,6.938e-11,6.488e-11,25.0,1
414,4.0,3.0,1.0,3.0,15.0,48.0,6.042e-11,6.909e-11,6.476e-11,25.0,1
415,4.0,3.0,1.0,3.0,15.0,51.0,6.035e-11,6.911e-11,6.473e-11,25.0,1
416,4.0,3.0,1.0,3.0,15.0,54.0,6.033e-11,6.915e-11,6.474e-11,25.0,1
417,4.0,3.0,1.0,3.0,15.0,57.0,6.033e-11,6.921e-11,6.477e-11,25.0,1
418,4.0,3.0,1.0,3.0,15.0,60.0,6.036e-11,6.93e-11,6.483e-11,25.0,1
419,4.0,3.0,1.0,3.0,15.0,63.0,6.041e-11,6.939e-11,6.49e-11,25.0,1
420,4.0,3.0,1.0,3.0,15.0,66.0,6.049e-11,6.95e-11,6.499e-11,25.0,1
421,4.0,3.0,1.0,4.0,11.0,48.0,6.001e-11,7.043e-11,6.522e-11,25.0,1
422,4.0,3.0,1.0,4.0,11.0,51.0,6.001e-11,7.052e-11,6.527e-11,25.0,1
423,4.0,3.0,1.0,4.0,11.0,54.0,6.005e-11,7.063e-11,6.534e-11,25.0,1
424,4.0,3.0,1.0,4.0,11.0,57.0,6.012e-11,7.078e-11,6.545e-11,25.0,1
425,4.0,3.0,1.0,4.0,11.0,60.0,6.021e-11,7.094e-11,6.557e-11,25.0,1
426,4.0,3.0,1.0,4.0,11.0,63.0,6.033e-11,7.109e-11,6.571e-11,25.0,1
427,4.0,3.0,1.0,4.0,11.0,66.0,6.046e-11,7.129e-11,6.587e-11,25.0,1
428,4.0,3.0,1.0,4.0,13.0,48.0,5.99e-11,7.035e-11,6.512e-11,25.0,1
429,4.0,3.0,1.0,4.0,13.0,51.0,5.985e-11,7.039e-11,6.512e-11,25.0,1
430,4.0,3.0,1.0,4.0,13.0,54.0,5.984e-11,7.046e-11,6.515e-11,25.0,1
431,4.0,3.0,1.0,4.0,13.0,57.0,5.987e-11,7.054e-11,6.521e-11,25.0,1
432,4.0,3.0,1.0,4.0,13.0,60.0,5.992e-11,7.066e-11,6.529e-11,25.0,1
433,4.0,3.0,1.0,4.0,13.0,63.0,5.999e-11,7.078e-11,6.539e-11,25.0,1
434,4.0,3.0,1.0,4.0,13.0,66.0,6.008e-11,7.093e-11,6.551e-11,25.0,1
435,4.0,3.0,1.0,4.0,15.0,48.0,5.997e-11,7.049e-11,6.523e-11,25.0,1
436,4.0,3.0,1.0,4.0,15.0,51.0,5.989e-11,7.049e-11,6.519e-11,25.0,1
437,4.0,3.0,1.0,4.0,15.0,54.0,5.986e-11,7.052e-11,6.519e-11,25.0,1
438,4.0,3.0,1.0,4.0,15.0,57.0,5.986e-11,7.058e-11,6.522e-11,25.0,1
439,4.0,3.0,1.0,4.0,15.0,60.0,5.988e-11,7.067e-11,6.527e-11,25.0,1
440,4.0,3.0,1.0,4.0,15.0,63.0,5.992e-11,7.076e-11,6.534e-11,25.0,1
441,4.0,3.0,1.0,4.0,15.0,66.0,5.999e-11,7.085e-11,6.542e-11,25.0,1
442,4.0,3.0,2.0,2.0,11.0,48.0,8.293e-11,8.869e-11,8.581e-11,25.0,1
443,4.0,3.0,2.0,2.0,11.0,51.0,8.295e-11,8.879e-11,8.587e-11,25.0,1
444,4.0,3.0,2.0,2.0,11.0,54.0,8.301e-11,8.894e-11,8.597e-11,25.0,1
445,4.0,3.0,2.0,2.0,11.0,57.0,8.31e-11,8.908e-11,8.609e-11,25.0,1
446,4.0,3.0,2.0,2.0,11.0,60.0,8.321e-11,8.924e-11,8.623e-11,25.0,1
447,4.0,3.0,2.0,2.0,11.0,63.0,8.334e-11,8.942e-11,8.638e-11,25.0,1
448,4.0,3.0,2.0,2.0,11.0,66.0,8.348e-11,8.962e-11,8.655e-11,25.0,1
449,4.0,3.0,2.0,2.0,13.0,48.0,8.341e-11,8.907e-11,8.624e-11,25.0,1
450,4.0,3.0,2.0,2.0,13.0,51.0,8.339e-11,8.913e-11,8.626e-11,25.0,1
451,4.0,3.0,2.0,2.0,13.0,54.0,8.341e-11,8.922e-11,8.632e-11,25.0,1
452,4.0,3.0,2.0,2.0,13.0,57.0,8.346e-11,8.933e-11,8.64e-11,25.0,1
453,4.0,3.0,2.0,2.0,13.0,60.0,8.353e-11,8.945e-11,8.649e-11,25.0,1
454,4.0,3.0,2.0,2.0,13.0,63.0,8.363e-11,8.958e-11,8.661e-11,25.0,1
455,4.0,3.0,2.0,2.0,13.0,66.0,8.374e-11,8.975e-11,8.674e-11,25.0,1
456,4.0,3.0,2.0,2.0,15.0,48.0,8.41e-11,8.966e-11,8.688e-11,25.0,1
457,4.0,3.0,2.0,2.0,15.0,51.0,8.405e-11,8.969e-11,8.687e-11,25.0,1
458,4.0,3.0,2.0,2.0,15.0,54.0,8.404e-11,8.974e-11,8.689e-11,25.0,1
459,4.0,3.0,2.0,2.0,15.0,57.0,8.406e-11,8.981e-11,8.693e-11,25.0,1
460,4.0,3.0,2.0,2.0,15.0,60.0,8.41e-11,8.991e-11,8.7e-11,25.0,1
461,4.0,3.0,2.0,2.0,15.0,63.0,8.417e-11,9.001e-11,8.709e-11,25.0,1
462,4.0,3.0,2.0,2.0,15.0,66.0,8.425e-11,9.013e-11,8.719e-11,25.0,1
463,4.0,3.0,2.0,3.0,11.0,48.0,8.118e-11,8.777e-11,8.447e-11,25.0,1
464,4.0,3.0,2.0,3.0,11.0,51.0,8.119e-11,8.787e-11,8.453e-11,25.0,1
465,4.0,3.0,2.0,3.0,11.0,54.0,8.124e-11,8.798e-11,8.461e-11,25.0,1
466,4.0,3.0,2.0,3.0,11.0,57.0,8.131e-11,8.813e-11,8.472e-11,25.0,1
467,4.0,3.0,2.0,3.0,11.0,60.0,8.142e-11,8.83e-11,8.486e-11,25.0,1
468,4.0,3.0,2.0,3.0,11.0,63.0,8.154e-11,8.848e-11,8.501e-11,25.0,1
469,4.0,3.0,2.0,3.0,11.0,66.0,8.167e-11,8.866e-11,8.516e-11,25.0,1
470,4.0,3.0,2.0,3.0,13.0,48.0,8.125e-11,8.78e-11,8.452e-11,25.0,1
471,4.0,3.0,2.0,3.0,13.0,51.0,8.121e-11,8.785e-11,8.453e-11,25.0,1
472,4.0,3.0,2.0,3.0,13.0,54.0,8.121e-11,8.794e-11,8.457e-11,25.0,1
473,4.0,3.0,2.0,3.0,13.0,57.0,8.125e-11,8.802e-11,8.464e-11,25.0,1
474,4.0,3.0,2.0,3.0,13.0,60.0,8.131e-11,8.815e-11,8.473e-11,25.0,1
475,4.0,3.0,2.0,3.0,13.0,63.0,8.138e-11,8.828e-11,8.483e-11,25.0,1
476,4.0,3.0,2.0,3.0,13.0,66.0,8.148e-11,8.842e-11,8.495e-11,25.0,1
477,4.0,3.0,2.0,3.0,15.0,48.0,8.15e-11,8.805e-11,8.478e-11,25.0,1
478,4.0,3.0,2.0,3.0,15.0,51.0,8.144e-11,8.807e-11,8.475e-11,25.0,1
479,4.0,3.0,2.0,3.0,15.0,54.0,8.141e-11,8.812e-11,8.476e-11,25.0,1
480,4.0,3.0,2.0,3.0,15.0,57.0,8.142e-11,8.818e-11,8.48e-11,25.0,1
481,4.0,3.0,2.0,3.0,15.0,60.0,8.145e-11,8.826e-11,8.485e-11,25.0,1
482,4.0,3.0,2.0,3.0,15.0,63.0,8.15e-11,8.836e-11,8.493e-11,25.0,1
483,4.0,3.0,2.0,3.0,15.0,66.0,8.157e-11,8.845e-11,8.501e-11,25.0,1
484,4.0,3.0,2.0,4.0,11.0,48.0,8.07e-11,8.799e-11,8.434e-11,25.0,1
485,4.0,3.0,2.0,4.0,11.0,51.0,8.07e-11,8.807e-11,8.439e-11,25.0,1
486,4.0,3.0,2.0,4.0,11.0,54.0,8.073e-11,8.821e-11,8.447e-11,25.0,1
487,4.0,3.0,2.0,4.0,11.0,57.0,8.08e-11,8.833e-11,8.457e-11,25.0,1
488,4.0,3.0,2.0,4.0,11.0,60.0,8.09e-11,8.85e-11,8.47e-11,25.0,1
489,4.0,3.0,2.0,4.0,11.0,63.0,8.102e-11,8.868e-11,8.485e-11,25.0,1
490,4.0,3.0,2.0,4.0,11.0,66.0,8.115e-11,8.885e-11,8.5e-11,25.0,1
491,4.0,3.0,2.0,4.0,13.0,48.0,8.055e-11,8.784e-11,8.419e-11,25.0,1
492,4.0,3.0,2.0,4.0,13.0,51.0,8.05e-11,8.788e-11,8.419e-11,25.0,1
493,4.0,3.0,2.0,4.0,13.0,54.0,8.049e-11,8.797e-11,8.423e-11,25.0,1
494,4.0,3.0,2.0,4.0,13.0,57.0,8.052e-11,8.805e-11,8.429e-11,25.0,1
495,4.0,3.0,2.0,4.0,13.0,60.0,8.057e-11,8.816e-11,8.437e-11,25.0,1
496,4.0,3.0,2.0,4.0,13.0,63.0,8.066e-11,8.828e-11,8.447e-11,25.0,1
497,4.0,3.0,2.0,4.0,13.0,66.0,8.074e-11,8.843e-11,8.458e-11,25.0,1
498,4.0,3.0,2.0,4.0,15.0,48.0,8.06e-11,8.791e-11,8.426e-11,25.0,1
499,4.0,3.0,2.0,4.0,15.0,51.0,8.053e-11,8.793e-11,8.423e-11,25.0,1
500,4.0,3.0,2.0,4.0,15.0,54.0,8.048e-11,8.796e-11,8.422e-11,25.0,1
501,4.0,3.0,2.0,4.0,15.0,57.0,8.048e-11,8.802e-11,8.425e-11,25.0,1
502,4.0,3.0,2.0,4.0,15.0,60.0,8.051e-11,8.809e-11,8.43e-11,25.0,1
503,4.0,3.0,2.0,4.0,15.0,63.0,8.055e-11,8.818e-11,8.437e-11,25.0,1
504,4.0,3.0,2.0,4.0,15.0,66.0,8.061e-11,8.829e-11,8.445e-11,25.0,1
505,4.0,4.0,1.0,2.0,11.0,48.0,6.135e-11,6.807e-11,6.471e-11,25.0,1
506,4.0,4.0,1.0,2.0,11.0,51.0,6.138e-11,6.817e-11,6.477e-11,25.0,1
507,4.0,4.0,1.0,2.0,11.0,54.0,6.144e-11,6.83e-11,6.487e-11,25.0,1
508,4.0,4.0,1.0,2.0,11.0,57.0,6.152e-11,6.844e-11,6.498e-11,25.0,1
509,4.0,4.0,1.0,2.0,11.0,60.0,6.164e-11,6.861e-11,6.513e-11,25.0,1
510,4.0,4.0,1.0,2.0,11.0,63.0,6.176e-11,6.879e-11,6.528e-11,25.0,1
511,4.0,4.0,1.0,2.0,11.0,66.0,6.192e-11,6.898e-11,6.545e-11,25.0,1
512,4.0,4.0,1.0,2.0,13.0,48.0,6.184e-11,6.851e-11,6.518e-11,25.0,1
513,4.0,4.0,1.0,2.0,13.0,51.0,6.183e-11,6.858e-11,6.52e-11,25.0,1
514,4.0,4.0,1.0,2.0,13.0,54.0,6.185e-11,6.866e-11,6.525e-11,25.0,1
515,4.0,4.0,1.0,2.0,13.0,57.0,6.189e-11,6.876e-11,6.533e-11,25.0,1
516,4.0,4.0,1.0,2.0,13.0,60.0,6.197e-11,6.888e-11,6.543e-11,25.0,1
517,4.0,4.0,1.0,2.0,13.0,63.0,6.206e-11,6.902e-11,6.554e-11,25.0,1
518,4.0,4.0,1.0,2.0,13.0,66.0,6.217e-11,6.916e-11,6.567e-11,25.0,1
519,4.0,4.0,1.0,2.0,15.0,48.0,6.254e-11,6.917e-11,6.586e-11,25.0,1
520,4.0,4.0,1.0,2.0,15.0,51.0,6.249e-11,6.918e-11,6.584e-11,25.0,1
521,4.0,4.0,1.0,2.0,15.0,54.0,6.248e-11,6.924e-11,6.586e-11,25.0,1
