tplh_c0tocout,tphl_c0tocout,tp_c0tocout,tplh_c0tos7,tphl_c0tos7,tp_c0tos7,temper,alter#
9.784e-11,1.071e-10,1.025e-10,1.166e-10,1.08e-10,1.123e-10,25.0,1
