tplh_c0tocout,tphl_c0tocout,tp_c0tocout,tplh_c0tos7,tphl_c0tos7,tp_c0tos7,temper,alter#
6.939e-11,7.541e-11,7.24e-11,8.443e-11,7.605e-11,8.024e-11,25.0,1
