index,sn_xinvpa0,sp_xinvpa0,sn_nand2,sp_nand2,sn_nor3,sp_nor3,sn_buffer_0,sp_buffer_0,sn_buffer_1,sp_buffer_1,sn_buffer_2,sp_buffer_2,sn_buffer_3,sp_buffer_3,sn_buffer_4,sp_buffer_4,tplh,tphl,tp,temper,alter#
476,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,7.0,7.0,26.0,26.0,75.0,75.0,5.321e-11,4.861e-11,5.091e-11,25.0,1
477,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,7.0,7.0,26.0,26.0,79.0,79.0,5.323e-11,4.868e-11,5.095e-11,25.0,1
478,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,22.0,22.0,71.0,71.0,5.288e-11,4.848e-11,5.068e-11,25.0,1
479,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,22.0,22.0,75.0,75.0,5.291e-11,4.857e-11,5.074e-11,25.0,1
480,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,22.0,22.0,79.0,79.0,5.296e-11,4.866e-11,5.081e-11,25.0,1
481,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,24.0,24.0,71.0,71.0,5.289e-11,4.844e-11,5.067e-11,25.0,1
482,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,24.0,24.0,75.0,75.0,5.291e-11,4.85e-11,5.071e-11,25.0,1
483,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,24.0,24.0,79.0,79.0,5.295e-11,4.858e-11,5.076e-11,25.0,1
484,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,26.0,26.0,71.0,71.0,5.296e-11,4.844e-11,5.07e-11,25.0,1
485,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,26.0,26.0,75.0,75.0,5.297e-11,4.849e-11,5.073e-11,25.0,1
486,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,8.0,8.0,26.0,26.0,79.0,79.0,5.299e-11,4.856e-11,5.077e-11,25.0,1
487,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,22.0,22.0,71.0,71.0,6.31e-11,5.752e-11,6.031e-11,25.0,1
488,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,22.0,22.0,75.0,75.0,6.313e-11,5.76e-11,6.037e-11,25.0,1
489,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,22.0,22.0,79.0,79.0,6.319e-11,5.769e-11,6.044e-11,25.0,1
490,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,24.0,24.0,71.0,71.0,6.324e-11,5.761e-11,6.042e-11,25.0,1
491,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,24.0,24.0,75.0,75.0,6.326e-11,5.767e-11,6.047e-11,25.0,1
492,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,24.0,24.0,79.0,79.0,6.33e-11,5.775e-11,6.053e-11,25.0,1
493,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,26.0,26.0,71.0,71.0,6.342e-11,5.774e-11,6.058e-11,25.0,1
494,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,26.0,26.0,75.0,75.0,6.343e-11,5.779e-11,6.061e-11,25.0,1
495,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,26.0,26.0,79.0,79.0,6.346e-11,5.786e-11,6.066e-11,25.0,1
496,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,22.0,22.0,71.0,71.0,6.354e-11,5.819e-11,6.086e-11,25.0,1
497,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,22.0,22.0,75.0,75.0,6.358e-11,5.826e-11,6.092e-11,25.0,1
498,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,22.0,22.0,79.0,79.0,6.363e-11,5.835e-11,6.099e-11,25.0,1
499,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,24.0,24.0,71.0,71.0,6.363e-11,5.822e-11,6.093e-11,25.0,1
500,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,24.0,24.0,75.0,75.0,6.365e-11,5.829e-11,6.097e-11,25.0,1
501,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,24.0,24.0,79.0,79.0,6.369e-11,5.836e-11,6.102e-11,25.0,1
502,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,26.0,26.0,71.0,71.0,6.376e-11,5.831e-11,6.104e-11,25.0,1
503,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,26.0,26.0,75.0,75.0,6.377e-11,5.836e-11,6.106e-11,25.0,1
504,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,26.0,26.0,79.0,79.0,6.38e-11,5.842e-11,6.111e-11,25.0,1
505,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,22.0,22.0,71.0,71.0,6.416e-11,5.901e-11,6.158e-11,25.0,1
506,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,22.0,22.0,75.0,75.0,6.42e-11,5.908e-11,6.164e-11,25.0,1
507,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,22.0,22.0,79.0,79.0,6.424e-11,5.917e-11,6.171e-11,25.0,1
508,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,24.0,24.0,71.0,71.0,6.421e-11,5.901e-11,6.161e-11,25.0,1
509,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,24.0,24.0,75.0,75.0,6.423e-11,5.907e-11,6.165e-11,25.0,1
510,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,24.0,24.0,79.0,79.0,6.427e-11,5.914e-11,6.17e-11,25.0,1
511,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,26.0,26.0,71.0,71.0,6.43e-11,5.906e-11,6.168e-11,25.0,1
512,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,26.0,26.0,75.0,75.0,6.431e-11,5.91e-11,6.17e-11,25.0,1
513,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,26.0,26.0,79.0,79.0,6.433e-11,5.916e-11,6.175e-11,25.0,1
514,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,22.0,22.0,71.0,71.0,6.077e-11,5.463e-11,5.77e-11,25.0,1
515,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,22.0,22.0,75.0,75.0,6.08e-11,5.471e-11,5.775e-11,25.0,1
516,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,22.0,22.0,79.0,79.0,6.086e-11,5.48e-11,5.783e-11,25.0,1
517,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,24.0,24.0,71.0,71.0,6.089e-11,5.468e-11,5.778e-11,25.0,1
518,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,24.0,24.0,75.0,75.0,6.091e-11,5.475e-11,5.783e-11,25.0,1
519,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,24.0,24.0,79.0,79.0,6.095e-11,5.483e-11,5.789e-11,25.0,1
520,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,26.0,26.0,71.0,71.0,6.105e-11,5.479e-11,5.792e-11,25.0,1
521,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,26.0,26.0,75.0,75.0,6.107e-11,5.484e-11,5.795e-11,25.0,1
522,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,26.0,26.0,79.0,79.0,6.11e-11,5.49e-11,5.8e-11,25.0,1
523,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,22.0,22.0,71.0,71.0,6.064e-11,5.465e-11,5.765e-11,25.0,1
524,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,22.0,22.0,75.0,75.0,6.068e-11,5.474e-11,5.771e-11,25.0,1
525,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,22.0,22.0,79.0,79.0,6.073e-11,5.483e-11,5.778e-11,25.0,1
526,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,24.0,24.0,71.0,71.0,6.071e-11,5.466e-11,5.768e-11,25.0,1
527,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,24.0,24.0,75.0,75.0,6.073e-11,5.472e-11,5.773e-11,25.0,1
528,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,24.0,24.0,79.0,79.0,6.077e-11,5.48e-11,5.779e-11,25.0,1
529,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,26.0,26.0,71.0,71.0,6.081e-11,5.472e-11,5.777e-11,25.0,1
530,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,26.0,26.0,75.0,75.0,6.082e-11,5.476e-11,5.779e-11,25.0,1
531,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,7.0,26.0,26.0,79.0,79.0,6.086e-11,5.483e-11,5.784e-11,25.0,1
532,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,22.0,22.0,71.0,71.0,6.07e-11,5.483e-11,5.777e-11,25.0,1
533,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,22.0,22.0,75.0,75.0,6.073e-11,5.491e-11,5.782e-11,25.0,1
534,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,22.0,22.0,79.0,79.0,6.078e-11,5.501e-11,5.789e-11,25.0,1
535,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,24.0,24.0,71.0,71.0,6.072e-11,5.48e-11,5.776e-11,25.0,1
536,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,24.0,24.0,75.0,75.0,6.073e-11,5.487e-11,5.78e-11,25.0,1
537,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,24.0,24.0,79.0,79.0,6.077e-11,5.494e-11,5.786e-11,25.0,1
538,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,26.0,26.0,71.0,71.0,6.079e-11,5.482e-11,5.78e-11,25.0,1
539,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,26.0,26.0,75.0,75.0,6.079e-11,5.487e-11,5.783e-11,25.0,1
540,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,8.0,8.0,26.0,26.0,79.0,79.0,6.082e-11,5.493e-11,5.788e-11,25.0,1
541,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,22.0,22.0,71.0,71.0,6.083e-11,5.449e-11,5.766e-11,25.0,1
542,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,22.0,22.0,75.0,75.0,6.088e-11,5.458e-11,5.773e-11,25.0,1
543,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,22.0,22.0,79.0,79.0,6.093e-11,5.468e-11,5.78e-11,25.0,1
544,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,24.0,24.0,71.0,71.0,6.096e-11,5.454e-11,5.775e-11,25.0,1
545,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,24.0,24.0,75.0,75.0,6.098e-11,5.46e-11,5.779e-11,25.0,1
546,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,24.0,24.0,79.0,79.0,6.102e-11,5.469e-11,5.785e-11,25.0,1
547,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,26.0,26.0,71.0,71.0,6.111e-11,5.463e-11,5.787e-11,25.0,1
548,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,26.0,26.0,75.0,75.0,6.113e-11,5.469e-11,5.791e-11,25.0,1
549,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,26.0,26.0,79.0,79.0,6.117e-11,5.475e-11,5.796e-11,25.0,1
550,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,22.0,22.0,71.0,71.0,6.054e-11,5.432e-11,5.743e-11,25.0,1
551,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,22.0,22.0,75.0,75.0,6.057e-11,5.44e-11,5.749e-11,25.0,1
552,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,22.0,22.0,79.0,79.0,6.062e-11,5.449e-11,5.756e-11,25.0,1
553,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,24.0,24.0,71.0,71.0,6.059e-11,5.431e-11,5.745e-11,25.0,1
554,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,24.0,24.0,75.0,75.0,6.061e-11,5.438e-11,5.749e-11,25.0,1
555,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,24.0,24.0,79.0,79.0,6.065e-11,5.445e-11,5.755e-11,25.0,1
556,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,26.0,26.0,71.0,71.0,6.069e-11,5.435e-11,5.752e-11,25.0,1
557,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,26.0,26.0,75.0,75.0,6.07e-11,5.44e-11,5.755e-11,25.0,1
558,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,7.0,26.0,26.0,79.0,79.0,6.074e-11,5.447e-11,5.76e-11,25.0,1
559,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,22.0,22.0,71.0,71.0,6.041e-11,5.43e-11,5.735e-11,25.0,1
560,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,22.0,22.0,75.0,75.0,6.044e-11,5.437e-11,5.741e-11,25.0,1
561,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,22.0,22.0,79.0,79.0,6.05e-11,5.447e-11,5.748e-11,25.0,1
562,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,24.0,24.0,71.0,71.0,6.042e-11,5.425e-11,5.734e-11,25.0,1
563,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,24.0,24.0,75.0,75.0,6.044e-11,5.431e-11,5.737e-11,25.0,1
564,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,24.0,24.0,79.0,79.0,6.048e-11,5.439e-11,5.743e-11,25.0,1
565,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,26.0,26.0,71.0,71.0,6.049e-11,5.425e-11,5.737e-11,25.0,1
566,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,26.0,26.0,75.0,75.0,6.049e-11,5.43e-11,5.74e-11,25.0,1
567,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,8.0,8.0,26.0,26.0,79.0,79.0,6.051e-11,5.436e-11,5.744e-11,25.0,1
568,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,22.0,22.0,71.0,71.0,6.308e-11,5.741e-11,6.025e-11,25.0,1
569,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,22.0,22.0,75.0,75.0,6.312e-11,5.75e-11,6.031e-11,25.0,1
570,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,22.0,22.0,79.0,79.0,6.317e-11,5.759e-11,6.038e-11,25.0,1
571,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,24.0,24.0,71.0,71.0,6.322e-11,5.75e-11,6.036e-11,25.0,1
572,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,24.0,24.0,75.0,75.0,6.325e-11,5.757e-11,6.041e-11,25.0,1
573,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,24.0,24.0,79.0,79.0,6.329e-11,5.764e-11,6.046e-11,25.0,1
574,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,26.0,26.0,71.0,71.0,6.341e-11,5.763e-11,6.052e-11,25.0,1
575,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,26.0,26.0,75.0,75.0,6.342e-11,5.769e-11,6.056e-11,25.0,1
576,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,26.0,26.0,79.0,79.0,6.345e-11,5.775e-11,6.06e-11,25.0,1
577,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,22.0,22.0,71.0,71.0,6.352e-11,5.808e-11,6.08e-11,25.0,1
578,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,22.0,22.0,75.0,75.0,6.356e-11,5.816e-11,6.086e-11,25.0,1
579,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,22.0,22.0,79.0,79.0,6.361e-11,5.825e-11,6.093e-11,25.0,1
580,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,24.0,24.0,71.0,71.0,6.361e-11,5.812e-11,6.086e-11,25.0,1
581,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,24.0,24.0,75.0,75.0,6.363e-11,5.818e-11,6.091e-11,25.0,1
582,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,24.0,24.0,79.0,79.0,6.367e-11,5.826e-11,6.096e-11,25.0,1
583,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,26.0,26.0,71.0,71.0,6.374e-11,5.821e-11,6.097e-11,25.0,1
584,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,26.0,26.0,75.0,75.0,6.375e-11,5.825e-11,6.1e-11,25.0,1
585,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,7.0,7.0,26.0,26.0,79.0,79.0,6.377e-11,5.832e-11,6.104e-11,25.0,1
586,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,22.0,22.0,71.0,71.0,6.414e-11,5.89e-11,6.152e-11,25.0,1
587,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,22.0,22.0,75.0,75.0,6.417e-11,5.897e-11,6.157e-11,25.0,1
588,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,22.0,22.0,79.0,79.0,6.422e-11,5.906e-11,6.164e-11,25.0,1
589,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,24.0,24.0,71.0,71.0,6.419e-11,5.89e-11,6.154e-11,25.0,1
590,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,24.0,24.0,75.0,75.0,6.421e-11,5.896e-11,6.158e-11,25.0,1
591,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,24.0,24.0,79.0,79.0,6.424e-11,5.903e-11,6.164e-11,25.0,1
592,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,26.0,26.0,71.0,71.0,6.428e-11,5.895e-11,6.161e-11,25.0,1
593,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,26.0,26.0,75.0,75.0,6.428e-11,5.899e-11,6.164e-11,25.0,1
594,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,8.0,8.0,26.0,26.0,79.0,79.0,6.431e-11,5.905e-11,6.168e-11,25.0,1
595,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,22.0,22.0,71.0,71.0,6.006e-11,5.383e-11,5.695e-11,25.0,1
596,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,22.0,22.0,75.0,75.0,6.011e-11,5.392e-11,5.701e-11,25.0,1
597,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,22.0,22.0,79.0,79.0,6.016e-11,5.402e-11,5.709e-11,25.0,1
598,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,24.0,24.0,71.0,71.0,6.018e-11,5.39e-11,5.704e-11,25.0,1
599,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,24.0,24.0,75.0,75.0,6.021e-11,5.397e-11,5.709e-11,25.0,1
600,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,24.0,24.0,79.0,79.0,6.026e-11,5.404e-11,5.715e-11,25.0,1
601,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,26.0,26.0,71.0,71.0,6.036e-11,5.4e-11,5.718e-11,25.0,1
602,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,26.0,26.0,75.0,75.0,6.037e-11,5.405e-11,5.721e-11,25.0,1
603,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,26.0,26.0,79.0,79.0,6.04e-11,5.412e-11,5.726e-11,25.0,1
604,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,22.0,22.0,71.0,71.0,5.993e-11,5.386e-11,5.689e-11,25.0,1
605,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,22.0,22.0,75.0,75.0,5.996e-11,5.394e-11,5.695e-11,25.0,1
606,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,22.0,22.0,79.0,79.0,6.001e-11,5.404e-11,5.703e-11,25.0,1
607,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,24.0,24.0,71.0,71.0,5.999e-11,5.387e-11,5.693e-11,25.0,1
608,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,24.0,24.0,75.0,75.0,6.001e-11,5.393e-11,5.697e-11,25.0,1
609,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,24.0,24.0,79.0,79.0,6.005e-11,5.401e-11,5.703e-11,25.0,1
610,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,26.0,26.0,71.0,71.0,6.01e-11,5.392e-11,5.701e-11,25.0,1
611,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,26.0,26.0,75.0,75.0,6.011e-11,5.398e-11,5.704e-11,25.0,1
612,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,26.0,26.0,79.0,79.0,6.014e-11,5.404e-11,5.709e-11,25.0,1
613,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,22.0,22.0,71.0,71.0,5.996e-11,5.404e-11,5.7e-11,25.0,1
614,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,22.0,22.0,75.0,75.0,6e-11,5.412e-11,5.706e-11,25.0,1
615,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,22.0,22.0,79.0,79.0,6.005e-11,5.421e-11,5.713e-11,25.0,1
616,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,24.0,24.0,71.0,71.0,5.999e-11,5.401e-11,5.7e-11,25.0,1
617,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,24.0,24.0,75.0,75.0,6.001e-11,5.407e-11,5.704e-11,25.0,1
618,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,24.0,24.0,79.0,79.0,6.005e-11,5.414e-11,5.709e-11,25.0,1
619,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,26.0,26.0,71.0,71.0,6.006e-11,5.403e-11,5.704e-11,25.0,1
620,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,26.0,26.0,75.0,75.0,6.007e-11,5.407e-11,5.707e-11,25.0,1
621,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,26.0,26.0,79.0,79.0,6.009e-11,5.413e-11,5.711e-11,25.0,1
622,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,6.0,6.0,22.0,22.0,71.0,71.0,5.951e-11,5.311e-11,5.631e-11,25.0,1
623,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,6.0,6.0,22.0,22.0,75.0,75.0,5.955e-11,5.319e-11,5.637e-11,25.0,1
