index,sn_xinvpa0,sp_xinvpa0,sn_nand2,sp_nand2,sn_nor3,sp_nor3,sn_buffer_0,sp_buffer_0,sn_buffer_1,sp_buffer_1,sn_buffer_2,sp_buffer_2,tplh,tphl,tp,temper,alter#
173,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,53.0,53.0,5.7e-11,5.059e-11,5.38e-11,25.0,1
174,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,55.0,55.0,5.704e-11,5.069e-11,5.386e-11,25.0,1
175,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,57.0,57.0,5.71e-11,5.079e-11,5.394e-11,25.0,1
176,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,49.0,49.0,5.702e-11,5.037e-11,5.369e-11,25.0,1
177,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,51.0,51.0,5.699e-11,5.041e-11,5.37e-11,25.0,1
178,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,53.0,53.0,5.7e-11,5.046e-11,5.373e-11,25.0,1
179,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,55.0,55.0,5.701e-11,5.052e-11,5.376e-11,25.0,1
180,1.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,57.0,57.0,5.703e-11,5.058e-11,5.381e-11,25.0,1
181,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,9.0,9.0,49.0,49.0,6.047e-11,5.24e-11,5.643e-11,25.0,1
182,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,9.0,9.0,51.0,51.0,6.054e-11,5.253e-11,5.654e-11,25.0,1
183,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,9.0,9.0,53.0,53.0,6.064e-11,5.268e-11,5.666e-11,25.0,1
184,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,9.0,9.0,55.0,55.0,6.075e-11,5.282e-11,5.679e-11,25.0,1
185,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,9.0,9.0,57.0,57.0,6.087e-11,5.298e-11,5.692e-11,25.0,1
186,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,11.0,11.0,49.0,49.0,6.189e-11,5.346e-11,5.768e-11,25.0,1
187,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,11.0,11.0,51.0,51.0,6.194e-11,5.356e-11,5.775e-11,25.0,1
188,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,11.0,11.0,53.0,53.0,6.199e-11,5.366e-11,5.782e-11,25.0,1
189,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,11.0,11.0,55.0,55.0,6.206e-11,5.377e-11,5.791e-11,25.0,1
190,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,11.0,11.0,57.0,57.0,6.214e-11,5.389e-11,5.801e-11,25.0,1
191,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,13.0,13.0,49.0,49.0,6.369e-11,5.492e-11,5.93e-11,25.0,1
192,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,13.0,13.0,51.0,51.0,6.37e-11,5.497e-11,5.934e-11,25.0,1
193,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,13.0,13.0,53.0,53.0,6.372e-11,5.504e-11,5.938e-11,25.0,1
194,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,13.0,13.0,55.0,55.0,6.376e-11,5.512e-11,5.944e-11,25.0,1
195,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,13.0,13.0,57.0,57.0,6.382e-11,5.521e-11,5.951e-11,25.0,1
196,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,9.0,9.0,49.0,49.0,5.533e-11,4.777e-11,5.155e-11,25.0,1
197,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,9.0,9.0,51.0,51.0,5.539e-11,4.788e-11,5.164e-11,25.0,1
198,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,9.0,9.0,53.0,53.0,5.546e-11,4.801e-11,5.174e-11,25.0,1
199,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,9.0,9.0,55.0,55.0,5.555e-11,4.815e-11,5.185e-11,25.0,1
200,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,9.0,9.0,57.0,57.0,5.564e-11,4.83e-11,5.197e-11,25.0,1
201,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,11.0,11.0,49.0,49.0,5.547e-11,4.771e-11,5.159e-11,25.0,1
202,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,11.0,11.0,51.0,51.0,5.548e-11,4.778e-11,5.163e-11,25.0,1
203,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,11.0,11.0,53.0,53.0,5.552e-11,4.787e-11,5.17e-11,25.0,1
204,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,11.0,11.0,55.0,55.0,5.557e-11,4.797e-11,5.177e-11,25.0,1
205,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,11.0,11.0,57.0,57.0,5.563e-11,4.807e-11,5.185e-11,25.0,1
206,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,13.0,13.0,49.0,49.0,5.594e-11,4.802e-11,5.198e-11,25.0,1
207,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,13.0,13.0,51.0,51.0,5.594e-11,4.807e-11,5.2e-11,25.0,1
208,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,13.0,13.0,53.0,53.0,5.594e-11,4.812e-11,5.203e-11,25.0,1
209,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,13.0,13.0,55.0,55.0,5.597e-11,4.819e-11,5.208e-11,25.0,1
210,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,13.0,13.0,57.0,57.0,5.6e-11,4.827e-11,5.214e-11,25.0,1
211,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,9.0,9.0,49.0,49.0,5.445e-11,4.684e-11,5.065e-11,25.0,1
212,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,9.0,9.0,51.0,51.0,5.45e-11,4.696e-11,5.073e-11,25.0,1
213,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,9.0,9.0,53.0,53.0,5.457e-11,4.708e-11,5.083e-11,25.0,1
214,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,9.0,9.0,55.0,55.0,5.465e-11,4.722e-11,5.093e-11,25.0,1
215,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,9.0,9.0,57.0,57.0,5.474e-11,4.736e-11,5.105e-11,25.0,1
216,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,11.0,11.0,49.0,49.0,5.418e-11,4.642e-11,5.03e-11,25.0,1
217,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,11.0,11.0,51.0,51.0,5.418e-11,4.649e-11,5.034e-11,25.0,1
218,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,11.0,11.0,53.0,53.0,5.421e-11,4.658e-11,5.039e-11,25.0,1
219,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,11.0,11.0,55.0,55.0,5.425e-11,4.666e-11,5.046e-11,25.0,1
220,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,11.0,11.0,57.0,57.0,5.43e-11,4.677e-11,5.053e-11,25.0,1
221,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,13.0,13.0,49.0,49.0,5.424e-11,4.638e-11,5.031e-11,25.0,1
222,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,13.0,13.0,51.0,51.0,5.423e-11,4.642e-11,5.032e-11,25.0,1
223,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,13.0,13.0,53.0,53.0,5.422e-11,4.647e-11,5.035e-11,25.0,1
224,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,13.0,13.0,55.0,55.0,5.423e-11,4.653e-11,5.038e-11,25.0,1
225,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,13.0,13.0,57.0,57.0,5.426e-11,4.66e-11,5.043e-11,25.0,1
226,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,9.0,9.0,49.0,49.0,6.716e-11,5.605e-11,6.16e-11,25.0,1
227,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,9.0,9.0,51.0,51.0,6.724e-11,5.618e-11,6.171e-11,25.0,1
228,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,9.0,9.0,53.0,53.0,6.733e-11,5.632e-11,6.183e-11,25.0,1
229,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,9.0,9.0,55.0,55.0,6.744e-11,5.647e-11,6.196e-11,25.0,1
230,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,9.0,9.0,57.0,57.0,6.756e-11,5.663e-11,6.209e-11,25.0,1
231,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,11.0,11.0,49.0,49.0,6.859e-11,5.712e-11,6.285e-11,25.0,1
232,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,11.0,11.0,51.0,51.0,6.863e-11,5.721e-11,6.292e-11,25.0,1
233,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,11.0,11.0,53.0,53.0,6.868e-11,5.731e-11,6.3e-11,25.0,1
234,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,11.0,11.0,55.0,55.0,6.876e-11,5.742e-11,6.309e-11,25.0,1
235,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,11.0,11.0,57.0,57.0,6.884e-11,5.753e-11,6.318e-11,25.0,1
236,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,13.0,13.0,49.0,49.0,7.038e-11,5.857e-11,6.448e-11,25.0,1
237,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,13.0,13.0,51.0,51.0,7.04e-11,5.863e-11,6.452e-11,25.0,1
238,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,13.0,13.0,53.0,53.0,7.042e-11,5.871e-11,6.456e-11,25.0,1
239,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,13.0,13.0,55.0,55.0,7.046e-11,5.878e-11,6.462e-11,25.0,1
240,1.0,1.0,4.0,2.0,2.0,6.0,1.0,1.0,13.0,13.0,57.0,57.0,7.052e-11,5.887e-11,6.469e-11,25.0,1
241,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,9.0,9.0,49.0,49.0,6.139e-11,5.085e-11,5.612e-11,25.0,1
242,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,9.0,9.0,51.0,51.0,6.145e-11,5.096e-11,5.621e-11,25.0,1
243,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,9.0,9.0,53.0,53.0,6.152e-11,5.11e-11,5.631e-11,25.0,1
244,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,9.0,9.0,55.0,55.0,6.161e-11,5.123e-11,5.642e-11,25.0,1
245,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,9.0,9.0,57.0,57.0,6.171e-11,5.138e-11,5.655e-11,25.0,1
246,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,11.0,11.0,49.0,49.0,6.152e-11,5.077e-11,5.615e-11,25.0,1
247,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,11.0,11.0,51.0,51.0,6.154e-11,5.084e-11,5.619e-11,25.0,1
248,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,11.0,11.0,53.0,53.0,6.157e-11,5.092e-11,5.625e-11,25.0,1
249,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,11.0,11.0,55.0,55.0,6.162e-11,5.103e-11,5.632e-11,25.0,1
250,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,11.0,11.0,57.0,57.0,6.168e-11,5.113e-11,5.64e-11,25.0,1
251,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,13.0,13.0,49.0,49.0,6.199e-11,5.106e-11,5.652e-11,25.0,1
252,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,13.0,13.0,51.0,51.0,6.198e-11,5.111e-11,5.654e-11,25.0,1
253,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,13.0,13.0,53.0,53.0,6.199e-11,5.116e-11,5.657e-11,25.0,1
254,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,13.0,13.0,55.0,55.0,6.201e-11,5.123e-11,5.662e-11,25.0,1
255,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,13.0,13.0,57.0,57.0,6.205e-11,5.131e-11,5.668e-11,25.0,1
256,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,9.0,9.0,49.0,49.0,5.996e-11,4.945e-11,5.471e-11,25.0,1
257,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,9.0,9.0,51.0,51.0,6.001e-11,4.957e-11,5.479e-11,25.0,1
258,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,9.0,9.0,53.0,53.0,6.008e-11,4.969e-11,5.489e-11,25.0,1
259,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,9.0,9.0,55.0,55.0,6.016e-11,4.983e-11,5.5e-11,25.0,1
260,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,9.0,9.0,57.0,57.0,6.025e-11,4.998e-11,5.511e-11,25.0,1
261,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,49.0,49.0,5.966e-11,4.899e-11,5.432e-11,25.0,1
262,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,51.0,51.0,5.966e-11,4.906e-11,5.436e-11,25.0,1
263,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,53.0,53.0,5.969e-11,4.914e-11,5.442e-11,25.0,1
264,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,55.0,55.0,5.973e-11,4.923e-11,5.448e-11,25.0,1
265,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,11.0,11.0,57.0,57.0,5.979e-11,4.934e-11,5.456e-11,25.0,1
266,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,49.0,49.0,5.971e-11,4.891e-11,5.431e-11,25.0,1
267,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,51.0,51.0,5.969e-11,4.895e-11,5.432e-11,25.0,1
268,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,53.0,53.0,5.969e-11,4.901e-11,5.435e-11,25.0,1
269,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,55.0,55.0,5.97e-11,4.907e-11,5.439e-11,25.0,1
270,1.0,1.0,4.0,2.0,2.0,6.0,3.0,3.0,13.0,13.0,57.0,57.0,5.973e-11,4.913e-11,5.443e-11,25.0,1
271,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,49.0,49.0,6.231e-11,5.199e-11,5.715e-11,25.0,1
272,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,51.0,51.0,6.238e-11,5.212e-11,5.725e-11,25.0,1
273,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,53.0,53.0,6.248e-11,5.226e-11,5.737e-11,25.0,1
274,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,55.0,55.0,6.258e-11,5.241e-11,5.75e-11,25.0,1
275,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,57.0,57.0,6.27e-11,5.256e-11,5.763e-11,25.0,1
276,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,11.0,11.0,49.0,49.0,6.373e-11,5.305e-11,5.839e-11,25.0,1
277,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,11.0,11.0,51.0,51.0,6.377e-11,5.315e-11,5.846e-11,25.0,1
278,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,11.0,11.0,53.0,53.0,6.382e-11,5.325e-11,5.853e-11,25.0,1
279,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,11.0,11.0,55.0,55.0,6.389e-11,5.336e-11,5.862e-11,25.0,1
280,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,11.0,11.0,57.0,57.0,6.397e-11,5.347e-11,5.872e-11,25.0,1
281,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,13.0,13.0,49.0,49.0,6.552e-11,5.451e-11,6.002e-11,25.0,1
282,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,13.0,13.0,51.0,51.0,6.553e-11,5.457e-11,6.005e-11,25.0,1
283,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,13.0,13.0,53.0,53.0,6.556e-11,5.464e-11,6.01e-11,25.0,1
284,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,13.0,13.0,55.0,55.0,6.56e-11,5.472e-11,6.016e-11,25.0,1
285,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,13.0,13.0,57.0,57.0,6.565e-11,5.481e-11,6.023e-11,25.0,1
286,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,9.0,9.0,49.0,49.0,5.736e-11,4.748e-11,5.242e-11,25.0,1
287,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,9.0,9.0,51.0,51.0,5.741e-11,4.76e-11,5.251e-11,25.0,1
288,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,9.0,9.0,53.0,53.0,5.749e-11,4.772e-11,5.26e-11,25.0,1
289,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,9.0,9.0,55.0,55.0,5.758e-11,4.786e-11,5.272e-11,25.0,1
290,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,9.0,9.0,57.0,57.0,5.768e-11,4.801e-11,5.284e-11,25.0,1
291,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,11.0,11.0,49.0,49.0,5.749e-11,4.742e-11,5.245e-11,25.0,1
292,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,11.0,11.0,51.0,51.0,5.751e-11,4.749e-11,5.25e-11,25.0,1
293,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,11.0,11.0,53.0,53.0,5.754e-11,4.758e-11,5.256e-11,25.0,1
294,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,11.0,11.0,55.0,55.0,5.759e-11,4.767e-11,5.263e-11,25.0,1
295,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,11.0,11.0,57.0,57.0,5.765e-11,4.778e-11,5.272e-11,25.0,1
296,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,13.0,13.0,49.0,49.0,5.797e-11,4.773e-11,5.285e-11,25.0,1
297,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,13.0,13.0,51.0,51.0,5.795e-11,4.778e-11,5.287e-11,25.0,1
298,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,13.0,13.0,53.0,53.0,5.796e-11,4.783e-11,5.29e-11,25.0,1
299,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,13.0,13.0,55.0,55.0,5.798e-11,4.79e-11,5.294e-11,25.0,1
300,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,13.0,13.0,57.0,57.0,5.803e-11,4.798e-11,5.3e-11,25.0,1
301,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,49.0,49.0,5.666e-11,4.665e-11,5.165e-11,25.0,1
302,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,51.0,51.0,5.671e-11,4.676e-11,5.174e-11,25.0,1
303,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,53.0,53.0,5.677e-11,4.69e-11,5.183e-11,25.0,1
304,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,55.0,55.0,5.685e-11,4.702e-11,5.194e-11,25.0,1
305,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,57.0,57.0,5.694e-11,4.717e-11,5.206e-11,25.0,1
306,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,11.0,11.0,49.0,49.0,5.637e-11,4.623e-11,5.13e-11,25.0,1
307,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,11.0,11.0,51.0,51.0,5.638e-11,4.63e-11,5.134e-11,25.0,1
308,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,11.0,11.0,53.0,53.0,5.64e-11,4.638e-11,5.139e-11,25.0,1
309,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,11.0,11.0,55.0,55.0,5.645e-11,4.647e-11,5.146e-11,25.0,1
310,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,11.0,11.0,57.0,57.0,5.65e-11,4.657e-11,5.153e-11,25.0,1
311,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,13.0,13.0,49.0,49.0,5.643e-11,4.618e-11,5.131e-11,25.0,1
312,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,13.0,13.0,51.0,51.0,5.642e-11,4.622e-11,5.132e-11,25.0,1
313,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,13.0,13.0,53.0,53.0,5.641e-11,4.628e-11,5.134e-11,25.0,1
314,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,13.0,13.0,55.0,55.0,5.642e-11,4.633e-11,5.138e-11,25.0,1
315,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,13.0,13.0,57.0,57.0,5.645e-11,4.64e-11,5.142e-11,25.0,1
316,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,9.0,9.0,49.0,49.0,7.616e-11,5.952e-11,6.784e-11,25.0,1
317,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,9.0,9.0,51.0,51.0,7.623e-11,5.965e-11,6.794e-11,25.0,1
318,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,9.0,9.0,53.0,53.0,7.633e-11,5.98e-11,6.806e-11,25.0,1
319,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,9.0,9.0,55.0,55.0,7.643e-11,5.995e-11,6.819e-11,25.0,1
320,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,9.0,9.0,57.0,57.0,7.655e-11,6.011e-11,6.833e-11,25.0,1
321,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,11.0,11.0,49.0,49.0,7.758e-11,6.063e-11,6.911e-11,25.0,1
322,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,11.0,11.0,51.0,51.0,7.762e-11,6.072e-11,6.917e-11,25.0,1
323,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,11.0,11.0,53.0,53.0,7.768e-11,6.083e-11,6.925e-11,25.0,1
324,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,11.0,11.0,55.0,55.0,7.775e-11,6.093e-11,6.934e-11,25.0,1
325,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,11.0,11.0,57.0,57.0,7.783e-11,6.104e-11,6.944e-11,25.0,1
326,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,13.0,13.0,49.0,49.0,7.939e-11,6.21e-11,7.074e-11,25.0,1
327,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,13.0,13.0,51.0,51.0,7.939e-11,6.216e-11,7.078e-11,25.0,1
328,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,13.0,13.0,53.0,53.0,7.942e-11,6.222e-11,7.082e-11,25.0,1
329,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,13.0,13.0,55.0,55.0,7.946e-11,6.231e-11,7.088e-11,25.0,1
330,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,13.0,13.0,57.0,57.0,7.951e-11,6.24e-11,7.095e-11,25.0,1
331,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,9.0,9.0,49.0,49.0,7.057e-11,5.435e-11,6.246e-11,25.0,1
332,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,9.0,9.0,51.0,51.0,7.062e-11,5.447e-11,6.254e-11,25.0,1
333,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,9.0,9.0,53.0,53.0,7.07e-11,5.46e-11,6.265e-11,25.0,1
334,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,9.0,9.0,55.0,55.0,7.078e-11,5.473e-11,6.276e-11,25.0,1
335,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,9.0,9.0,57.0,57.0,7.088e-11,5.489e-11,6.288e-11,25.0,1
336,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,11.0,11.0,49.0,49.0,7.069e-11,5.431e-11,6.25e-11,25.0,1
337,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,11.0,11.0,51.0,51.0,7.07e-11,5.438e-11,6.254e-11,25.0,1
338,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,11.0,11.0,53.0,53.0,7.073e-11,5.447e-11,6.26e-11,25.0,1
339,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,11.0,11.0,55.0,55.0,7.079e-11,5.456e-11,6.268e-11,25.0,1
340,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,11.0,11.0,57.0,57.0,7.085e-11,5.466e-11,6.276e-11,25.0,1
341,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,13.0,13.0,49.0,49.0,7.115e-11,5.463e-11,6.289e-11,25.0,1
342,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,13.0,13.0,51.0,51.0,7.114e-11,5.468e-11,6.291e-11,25.0,1
343,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,13.0,13.0,53.0,53.0,7.115e-11,5.473e-11,6.294e-11,25.0,1
344,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,13.0,13.0,55.0,55.0,7.118e-11,5.48e-11,6.299e-11,25.0,1
345,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,13.0,13.0,57.0,57.0,7.121e-11,5.488e-11,6.304e-11,25.0,1
346,2.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,9.0,9.0,49.0,49.0,6.93e-11,5.307e-11,6.119e-11,25.0,1
347,2.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,9.0,9.0,51.0,51.0,6.935e-11,5.319e-11,6.127e-11,25.0,1
348,2.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,9.0,9.0,53.0,53.0,6.942e-11,5.331e-11,6.137e-11,25.0,1
349,2.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,9.0,9.0,55.0,55.0,6.95e-11,5.345e-11,6.147e-11,25.0,1
350,2.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,9.0,9.0,57.0,57.0,6.959e-11,5.359e-11,6.159e-11,25.0,1
351,2.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,11.0,11.0,49.0,49.0,6.899e-11,5.263e-11,6.081e-11,25.0,1
352,2.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,11.0,11.0,51.0,51.0,6.901e-11,5.27e-11,6.086e-11,25.0,1
